iter,idx,elapsed_s,pullback_min,pullback_max,vol_contract_ratio,hard_stop_ratio,take_profit_pct,max_hold_days,max_wait_days,trades,win_rate,avg_ret,med_ret,min_ret,max_ret,profit_factor,score,score_median,score_std
2,105,0.21,-0.025,0.04,0.75,0.98,0.13999999999999999,18.0,45.0,9533.0,0.2751494807510752,0.6026126088324775,-2.0,-12.6941,38.9113,1.310912674388721,630.736340596545,1059.1834057553965,856.894130317703
2,213,0.21,-0.025,0.05,0.75,0.98,0.13999999999999999,18.0,45.0,9533.0,0.2751494807510752,0.6026126088324775,-2.0,-12.6941,38.9113,1.310912674388721,630.736340596545,1059.1834057553965,856.894130317703
2,321,0.22,-0.025,0.060000000000000005,0.75,0.98,0.13999999999999999,18.0,45.0,9533.0,0.2751494807510752,0.6026126088324775,-2.0,-12.6941,38.9113,1.310912674388721,630.736340596545,1059.1834057553965,856.894130317703
2,210,0.24,-0.025,0.05,0.75,0.98,0.13999999999999999,15.0,45.0,9581.0,0.28796576557770587,0.5725909299655567,-1.9253,-12.6941,38.9113,1.3044276302829898,609.4441547619981,1007.9050522942453,796.9217950644942
2,318,0.24,-0.025,0.060000000000000005,0.75,0.98,0.13999999999999999,15.0,45.0,9581.0,0.28796576557770587,0.5725909299655567,-1.9253,-12.6941,38.9113,1.3044276302829898,609.4441547619981,1007.9050522942453,796.9217950644942
2,102,0.2,-0.025,0.04,0.75,0.98,0.13999999999999999,15.0,45.0,9581.0,0.28796576557770587,0.5725909299655567,-1.9253,-12.6941,38.9113,1.3044276302829898,609.4441547619981,1007.9050522942453,796.9217950644942
2,99,0.21,-0.025,0.04,0.75,0.98,0.13999999999999999,12.0,45.0,9633.0,0.30509706218208243,0.5367565555901586,-1.773,-12.6941,38.9113,1.2990357103081698,553.5743725704967,905.1490711237552,703.1493971065171
2,207,0.21,-0.025,0.05,0.75,0.98,0.13999999999999999,12.0,45.0,9633.0,0.30509706218208243,0.5367565555901586,-1.773,-12.6941,38.9113,1.2990357103081698,553.5743725704967,905.1490711237552,703.1493971065171
2,315,0.22,-0.025,0.060000000000000005,0.75,0.98,0.13999999999999999,12.0,45.0,9633.0,0.30509706218208243,0.5367565555901586,-1.773,-12.6941,38.9113,1.2990357103081698,553.5743725704967,905.1490711237552,703.1493971065171
2,101,0.2,-0.025,0.04,0.75,0.98,0.13999999999999999,15.0,35.0,9124.0,0.2856203419552828,0.5475803594914517,-1.94915,-12.6941,38.9113,1.289032497292929,526.1628078256849,919.8595413424853,787.3934670336008
1,252,0.21,-0.02,0.08,0.7,0.98,0.12,15.0,35.0,7246.0,0.2727021805133867,0.4174720397460665,-1.8005499999999999,-11.9104,38.9113,1.2395271261602558,322.08948594467,597.2596933920712,550.3404148948024
1,396,0.22,-0.02,0.1,0.7,0.98,0.12,15.0,35.0,7246.0,0.2727021805133867,0.4174720397460665,-1.8005499999999999,-11.9104,38.9113,1.2395271261602558,322.08948594467,597.2596933920712,550.3404148948024
1,108,0.2,-0.02,0.05,0.7,0.98,0.12,15.0,35.0,7246.0,0.2727021805133867,0.4174720397460665,-1.8005499999999999,-11.9104,38.9113,1.2395271261602558,322.08948594467,597.2596933920712,550.3404148948024
1,408,0.19,-0.02,0.1,0.8,0.98,0.08,5.0,35.0,9671.0,0.38010546996174127,0.33302115603350296,-0.9992,-11.1195,38.9113,1.2533607704061167,320.49825602816315,507.08996959887406,373.1834271414219
1,264,0.19,-0.02,0.08,0.8,0.98,0.08,5.0,35.0,9671.0,0.38010546996174127,0.33302115603350296,-0.9992,-11.1195,38.9113,1.2533607704061167,320.49825602816315,507.08996959887406,373.1834271414219
1,120,0.18,-0.02,0.05,0.8,0.98,0.08,5.0,35.0,9671.0,0.38010546996174127,0.33302115603350296,-0.9992,-11.1195,38.9113,1.2533607704061167,320.49825602816315,507.08996959887406,373.1834271414219
1,417,0.19,-0.02,0.1,0.8,0.98,0.1,5.0,35.0,9624.0,0.37489609310058186,0.3505184226932667,-1.0143,-11.1195,38.9113,1.2644795174531032,310.6255812227725,503.19200028449455,385.1328381234441
1,273,0.19,-0.02,0.08,0.8,0.98,0.1,5.0,35.0,9624.0,0.37489609310058186,0.3505184226932667,-1.0143,-11.1195,38.9113,1.2644795174531032,310.6255812227725,503.19200028449455,385.1328381234441
1,129,0.18,-0.02,0.05,0.8,0.98,0.1,5.0,35.0,9624.0,0.37489609310058186,0.3505184226932667,-1.0143,-11.1195,38.9113,1.2644795174531032,310.6255812227725,503.19200028449455,385.1328381234441
1,99,0.2,-0.02,0.05,0.7,0.98,0.1,15.0,35.0,7282.0,0.28536116451524307,0.3886359379291396,-1.7532999999999999,-11.9104,38.9113,1.227232120332173,302.32638880144134,550.593210952903,496.53364430292316
