symbol,name,market,signal_date,entry_date,exit_date,hold_days,entry_price,exit_price,ret_pct,exit_reason
000058,深 赛 格,0,2024-11-14,2024-11-15,2024-11-15,1,9.01,8.7397,-3.155153,止损
000401,金隅冀东,0,2024-11-14,2024-11-15,2024-11-15,1,5.74,5.7974,0.838448,止盈
000417,合百集团,0,2024-11-14,2024-11-15,2024-11-15,1,5.31,5.3631,0.838448,止盈
000419,通程控股,0,2024-11-14,2024-11-15,2024-11-15,1,5.3,5.353,0.838448,止盈
000032,深桑达Ａ,0,2024-11-15,2024-11-18,2024-11-18,1,19.68,19.0896,-3.155153,止损
000061,农 产 品,0,2024-11-15,2024-11-18,2024-11-18,1,6.67,6.7367,0.838448,止盈
000407,胜利股份,0,2024-11-15,2024-11-18,2024-11-18,1,3.27,3.3027,0.838448,止盈
000010,美丽生态,0,2024-11-19,2024-11-20,2024-11-20,1,2.8,2.828,0.838448,止盈
000151,中成股份,0,2024-11-19,2024-11-20,2024-11-20,1,15.58,15.7358,0.838448,止盈
000166,申万宏源,0,2024-11-19,2024-11-20,2024-11-20,1,5.47,5.5247,0.838448,止盈
000034,神州数码,0,2024-11-20,2024-11-21,2024-11-21,1,35.11,35.4611,0.838448,止盈
000063,中兴通讯,0,2024-11-20,2024-11-21,2024-11-21,1,32.26,32.5826,0.838448,止盈
000401,金隅冀东,0,2024-11-20,2024-11-21,2024-11-22,2,5.84,5.6648,-3.155153,止损
000001,平安银行,0,2024-11-21,2024-11-22,2024-11-25,2,11.59,11.2423,-3.155153,止损
000019,深粮控股,0,2024-11-21,2024-11-22,2024-11-22,1,6.82,6.6154,-3.155153,止损
000021,深科技,0,2024-11-21,2024-11-22,2024-11-22,1,20.96,20.3312,-3.155153,止损
000411,英特集团,0,2024-11-21,2024-11-22,2024-11-22,1,10.87,10.5439,-3.155153,止损
000099,中信海直,0,2024-11-25,2024-11-26,2024-11-26,1,28.0,27.16,-3.155153,止损
000014,沙河股份,0,2024-11-26,2024-11-27,2024-11-27,1,11.59,11.2423,-3.155153,止损
000055,方大集团,0,2024-11-26,2024-11-27,2024-11-27,1,4.17,4.0449,-3.155153,止损
000069,华侨城Ａ,0,2024-11-27,2024-11-28,2024-11-28,1,3.02,3.0502,0.838448,止盈
000078,海王生物,0,2024-11-28,2024-11-29,2024-12-02,2,2.89,2.9189,0.838448,止盈
000156,华数传媒,0,2024-11-28,2024-11-29,2024-11-29,1,7.55,7.6255,0.838448,止盈
000069,华侨城Ａ,0,2024-11-29,2024-12-02,2024-12-02,1,3.03,3.0603,0.838448,止盈
000009,中国宝安,0,2024-12-02,2024-12-03,2024-12-04,2,10.19,9.8843,-3.155153,止损
000030,富奥股份,0,2024-12-03,2024-12-04,2024-12-05,2,5.51,5.5651,0.838448,止盈
000050,深天马Ａ,0,2024-12-03,2024-12-04,2024-12-04,1,9.23,9.3223,0.838448,止盈
000404,长虹华意,0,2024-12-03,2024-12-04,2024-12-04,1,7.4,7.474,0.838448,止盈
000012,南 玻Ａ,0,2024-12-04,2024-12-05,2024-12-06,2,5.51,5.5651,0.838448,止盈
000020,深华发Ａ,0,2024-12-04,2024-12-05,2024-12-05,1,14.41,14.5541,0.838448,止盈
000078,海王生物,0,2024-12-04,2024-12-05,2024-12-06,2,2.93,2.9593,0.838448,止盈
000089,深圳机场,0,2024-12-04,2024-12-05,2024-12-06,2,7.08,7.1508,0.838448,止盈
000050,深天马Ａ,0,2024-12-05,2024-12-06,2024-12-06,1,9.2,9.292,0.838448,止盈
000069,华侨城Ａ,0,2024-12-05,2024-12-06,2024-12-06,1,3.04,3.0704,0.838448,止盈
000088,盐 田 港,0,2024-12-05,2024-12-06,2024-12-09,2,5.06,5.1106,0.838448,止盈
000402,金 融 街,0,2024-12-05,2024-12-06,2024-12-06,1,3.91,3.9491,0.838448,止盈
000009,中国宝安,0,2024-12-06,2024-12-09,2024-12-10,2,9.95,10.0495,0.838448,止盈
000050,深天马Ａ,0,2024-12-09,2024-12-10,2024-12-17,6,9.49,9.2053,-3.155153,止损
000151,中成股份,0,2024-12-09,2024-12-10,2024-12-10,1,16.51,16.6751,0.838448,止盈
000415,渤海租赁,0,2024-12-09,2024-12-10,2024-12-10,1,4.35,4.2195,-3.155153,止损
000020,深华发Ａ,0,2024-12-10,2024-12-11,2024-12-11,1,14.55,14.6955,0.838448,止盈
000032,深桑达Ａ,0,2024-12-11,2024-12-12,2024-12-13,2,18.88,18.3136,-3.155153,止损
000088,盐 田 港,0,2024-12-11,2024-12-12,2024-12-18,5,5.1,4.947,-3.155153,止损
000422,湖北宜化,0,2024-12-11,2024-12-12,2024-12-12,1,15.09,14.6373,-3.155153,止损
000159,国际实业,0,2024-12-12,2024-12-13,2024-12-13,1,7.91,7.6727,-3.155153,止损
000029,深深房Ａ,0,2024-12-13,2024-12-16,2024-12-17,2,16.19,15.7043,-3.155153,止损
000301,东方盛虹,0,2024-12-13,2024-12-16,2024-12-17,2,9.21,8.9337,-3.155153,止损
000409,云鼎科技,0,2024-12-13,2024-12-16,2024-12-16,1,10.25,9.9425,-3.155153,止损
000001,平安银行,0,2024-12-16,2024-12-17,2024-12-18,2,11.57,11.6857,0.838448,止盈
000020,深华发Ａ,0,2024-12-16,2024-12-17,2024-12-17,1,14.41,13.9777,-3.155153,止损
000045,深纺织Ａ,0,2024-12-16,2024-12-17,2024-12-17,1,11.8,11.446,-3.155153,止损
000060,中金岭南,0,2024-12-16,2024-12-17,2024-12-23,5,4.93,4.7821,-3.155153,止损
000070,特发信息,0,2024-12-16,2024-12-17,2024-12-17,1,5.93,5.7521,-3.155153,止损
000155,川能动力,0,2024-12-17,2024-12-18,2024-12-18,1,11.86,11.9786,0.838448,止盈
000026,飞亚达,0,2024-12-19,2024-12-20,2024-12-20,1,10.93,11.0393,0.838448,止盈
000068,华控赛格,0,2024-12-19,2024-12-20,2024-12-20,1,3.98,4.0198,0.838448,止盈
000404,长虹华意,0,2024-12-19,2024-12-20,2024-12-23,2,7.45,7.5245,0.838448,止盈
000070,特发信息,0,2024-12-20,2024-12-23,2024-12-23,1,5.94,5.7618,-3.155153,止损
000166,申万宏源,0,2024-12-20,2024-12-23,2024-12-24,2,5.41,5.4641,0.838448,止盈
000100,TCL科技,0,2024-12-31,2025-01-02,2025-01-02,1,5.03,5.0803,0.838448,止盈
