symbol,name,market,signal_date,entry_date,exit_date,entry_price,exit_price,ret_pct,exit_reason
000159,国际实业,0,2022-09-09,2022-09-13,2022-09-13,8.95,9.487,5.830451,止盈
000007,全新好,0,2022-09-13,2022-09-14,2022-10-11,8.11,8.0,-1.514133,时间止盈
000034,神州数码,0,2022-11-09,2022-11-10,2022-11-16,24.25,25.705,5.830451,止盈
000409,云鼎科技,0,2022-11-10,2022-11-11,2022-11-14,7.0,7.42,5.830451,止盈
000049,德赛电池,0,2022-11-15,2022-11-16,2022-12-06,52.0,47.99,-7.859156,时间止盈
000068,华控赛格,0,2022-11-15,2022-11-16,2022-11-23,4.13,4.3778,5.830451,止盈
000159,国际实业,0,2022-11-16,2022-11-17,2022-11-25,8.75,9.275,5.830451,止盈
000007,全新好,0,2022-11-18,2022-11-21,2022-12-09,8.16,8.26,1.063578,时间止盈
000409,云鼎科技,0,2022-11-22,2022-11-23,2022-12-13,6.97,6.68,-4.313986,时间止盈
000028,国药一致,0,2022-11-25,2022-11-28,2022-11-30,33.3,35.298,5.830451,止盈
000068,华控赛格,0,2022-12-02,2022-12-05,2022-12-07,4.19,4.4414,5.830451,止盈
000014,沙河股份,0,2022-12-14,2022-12-15,2022-12-16,9.95,10.547,5.830451,止盈
000068,华控赛格,0,2022-12-14,2022-12-15,2023-01-05,4.25,3.93,-7.67732,时间止盈
000089,深圳机场,0,2022-12-20,2022-12-21,2023-01-11,7.65,7.48,-2.37862,时间止盈
000014,沙河股份,0,2023-01-03,2023-01-04,2023-01-31,10.31,10.9286,5.830451,止盈
000029,深深房Ａ,0,2023-01-05,2023-01-06,2023-02-02,13.35,12.65,-5.395011,时间止盈
000403,派林生物,0,2023-01-06,2023-01-09,2023-01-16,22.66,24.0196,5.830451,止盈
000026,飞亚达,0,2023-01-10,2023-01-11,2023-01-12,10.52,11.1512,5.830451,止盈
000017,深中华A,0,2023-01-13,2023-01-16,2023-02-10,4.77,4.65,-2.671651,时间止盈
000403,派林生物,0,2023-01-18,2023-01-19,2023-01-31,22.88,24.2528,5.830451,止盈
000088,盐 田 港,0,2023-02-03,2023-02-06,2023-02-24,5.25,5.24,-0.350124,时间止盈
000403,派林生物,0,2023-02-08,2023-02-09,2023-03-01,23.45,22.58,-3.864039,时间止盈
000417,合百集团,0,2023-02-08,2023-02-09,2023-03-01,5.14,5.28,2.559427,时间止盈
000166,申万宏源,0,2023-02-10,2023-02-13,2023-03-03,4.17,4.28,2.473718,时间止盈
000404,长虹华意,0,2023-02-10,2023-02-13,2023-03-03,6.15,6.08,-1.296343,时间止盈
000026,飞亚达,0,2023-02-14,2023-02-15,2023-03-07,11.82,11.54,-2.525029,时间止盈
000045,深纺织Ａ,0,2023-02-14,2023-02-15,2023-03-07,11.27,10.92,-3.260575,时间止盈
000014,沙河股份,0,2023-02-15,2023-02-16,2023-03-08,10.36,9.9,-4.593004,时间止盈
000409,云鼎科技,0,2023-02-21,2023-02-22,2023-02-23,7.63,8.0878,5.830451,止盈
000037,深南电A,0,2023-02-22,2023-02-23,2023-03-15,8.5,8.0,-6.032896,时间止盈
000070,特发信息,0,2023-02-23,2023-02-24,2023-03-02,8.16,8.6496,5.830451,止盈
000017,深中华A,0,2023-02-24,2023-02-27,2023-03-17,4.95,4.72,-4.798985,时间止盈
000409,云鼎科技,0,2023-03-02,2023-03-03,2023-03-20,7.73,8.1938,5.830451,止盈
000338,潍柴动力,0,2023-03-03,2023-03-06,2023-03-24,12.54,11.55,-8.042061,时间止盈
000400,许继电气,0,2023-03-03,2023-03-06,2023-03-24,24.0,24.52,2.003249,时间止盈
000157,中联重科,0,2023-03-07,2023-03-08,2023-03-28,6.62,6.15,-7.248294,时间止盈
000034,神州数码,0,2023-03-08,2023-03-09,2023-03-20,26.42,28.0052,5.830451,止盈
000021,深科技,0,2023-03-09,2023-03-10,2023-03-22,12.74,13.5044,5.830451,止盈
000151,中成股份,0,2023-03-22,2023-03-23,2023-04-13,14.88,13.62,-8.61415,时间止盈
000060,中金岭南,0,2023-03-24,2023-03-27,2023-04-13,4.77,5.0562,5.830451,止盈
000039,中集集团,0,2023-04-07,2023-04-10,2023-04-28,7.5,7.01,-6.682835,时间止盈
000157,中联重科,0,2023-04-07,2023-04-10,2023-04-28,6.4,6.48,1.088049,时间止盈
000070,特发信息,0,2023-04-12,2023-04-13,2023-04-26,9.8,8.624,-12.140758,止损
000099,中信海直,0,2023-04-13,2023-04-14,2023-05-09,7.99,8.4694,5.830451,止盈
000050,深天马Ａ,0,2023-04-14,2023-04-17,2023-05-04,10.79,9.4952,-12.140758,止损
000401,金隅冀东,0,2023-04-14,2023-04-17,2023-04-26,9.06,7.9728,-12.140758,止损
000403,派林生物,0,2023-04-18,2023-04-19,2023-05-04,24.59,21.6392,-12.140758,止损
000061,农 产 品,0,2023-04-19,2023-04-20,2023-04-28,6.13,6.4978,5.830451,止盈
000031,大悦城,0,2023-04-20,2023-04-21,2023-05-09,3.85,4.081,5.830451,止盈
000048,京基智农,0,2023-04-20,2023-04-21,2023-05-10,23.17,20.3896,-12.140758,止损
000333,美的集团,0,2023-04-28,2023-05-04,2023-05-24,57.22,53.6,-6.476292,时间止盈
000060,中金岭南,0,2023-05-10,2023-05-11,2023-05-31,5.1,4.72,-7.599014,时间止盈
000404,长虹华意,0,2023-05-10,2023-05-11,2023-05-31,6.53,6.82,4.273986,时间止盈
000166,申万宏源,0,2023-05-18,2023-05-19,2023-06-08,4.72,4.62,-2.275207,时间止盈
000026,飞亚达,0,2023-05-19,2023-05-22,2023-06-05,11.9,12.614,5.830451,止盈
000028,国药一致,0,2023-05-19,2023-05-22,2023-06-01,59.01,51.9288,-12.140758,止损
000027,深圳能源,0,2023-05-26,2023-05-29,2023-06-16,6.74,6.36,-5.788916,时间止盈
000404,长虹华意,0,2023-06-07,2023-06-08,2023-06-30,6.76,6.92,2.203126,时间止盈
000026,飞亚达,0,2023-06-09,2023-06-12,2023-07-04,12.2,12.14,-0.650969,时间止盈
000410,沈阳机床,0,2023-06-21,2023-06-26,2023-07-14,8.16,7.79,-4.687013,时间止盈
000032,深桑达Ａ,0,2023-06-27,2023-06-28,2023-07-05,34.9,36.994,5.830451,止盈
000014,沙河股份,0,2023-06-28,2023-06-29,2023-07-03,11.42,12.1052,5.830451,止盈
000099,中信海直,0,2023-07-03,2023-07-04,2023-07-04,9.52,10.0912,5.830451,止盈
000026,飞亚达,0,2023-07-05,2023-07-06,2023-07-26,12.03,12.14,0.752966,时间止盈
000409,云鼎科技,0,2023-07-05,2023-07-06,2023-07-11,9.52,10.0912,5.830451,止盈
000333,美的集团,0,2023-07-06,2023-07-07,2023-07-27,58.04,58.48,0.596933,时间止盈
000036,华联控股,0,2023-07-10,2023-07-11,2023-07-28,4.12,4.3672,5.830451,止盈
000157,中联重科,0,2023-07-13,2023-07-14,2023-07-18,6.69,7.0914,5.830451,止盈
000421,南京公用,0,2023-07-17,2023-07-18,2023-08-07,5.45,5.31,-2.72465,时间止盈
000338,潍柴动力,0,2023-07-19,2023-07-20,2023-08-09,12.75,12.78,0.074966,时间止盈
000027,深圳能源,0,2023-07-21,2023-07-24,2023-08-11,6.74,6.63,-1.789389,时间止盈
000410,沈阳机床,0,2023-07-26,2023-07-27,2023-08-14,8.08,7.1104,-12.140758,止损
000014,沙河股份,0,2023-08-09,2023-08-10,2023-08-11,13.8,14.628,5.830451,止盈
000036,华联控股,0,2023-08-09,2023-08-10,2023-08-30,4.25,4.26,0.074966,时间止盈
000417,合百集团,0,2023-08-09,2023-08-10,2023-08-15,5.68,6.0208,5.830451,止盈
000061,农 产 品,0,2023-08-10,2023-08-11,2023-08-31,6.93,6.8,-2.032853,时间止盈
000031,大悦城,0,2023-08-15,2023-08-16,2023-09-05,4.26,3.81,-10.706436,时间止盈
000415,渤海租赁,0,2023-08-22,2023-08-23,2023-08-28,2.67,2.8302,5.830451,止盈
000030,富奥股份,0,2023-09-08,2023-09-11,2023-10-09,5.39,5.42,0.395744,时间止盈
000060,中金岭南,0,2023-09-08,2023-09-11,2023-10-09,5.35,5.08,-5.198609,时间止盈
000415,渤海租赁,0,2023-09-11,2023-09-12,2023-10-10,2.67,2.47,-7.638607,时间止盈
000419,通程控股,0,2023-09-12,2023-09-13,2023-10-11,5.79,5.47,-5.677882,时间止盈
000035,中国天楹,0,2023-09-14,2023-09-15,2023-10-09,5.39,5.7134,5.830451,止盈
000061,农 产 品,0,2023-09-26,2023-09-27,2023-10-25,6.91,6.54,-5.505946,时间止盈
000157,中联重科,0,2023-09-26,2023-09-27,2023-10-25,6.91,6.47,-6.51735,时间止盈
000058,深 赛 格,0,2023-10-25,2023-10-26,2023-11-10,7.12,7.5472,5.830451,止盈
000338,潍柴动力,0,2023-11-14,2023-11-15,2023-11-21,14.15,14.999,5.830451,止盈
000158,常山北明,0,2023-11-20,2023-11-21,2023-12-06,10.3,9.064,-12.140758,止损
000050,深天马Ａ,0,2023-11-22,2023-11-23,2023-11-29,10.39,11.0134,5.830451,止盈
000030,富奥股份,0,2023-12-04,2023-12-05,2023-12-25,5.9,5.48,-7.26721,时间止盈
000039,中集集团,0,2023-12-13,2023-12-14,2024-01-04,7.91,7.89,-0.412392,时间止盈
000039,中集集团,0,2024-01-19,2024-01-22,2024-01-25,8.04,8.5224,5.830451,止盈
000020,深华发Ａ,0,2024-03-05,2024-03-06,2024-03-13,14.08,14.9248,5.830451,止盈
000338,潍柴动力,0,2024-03-15,2024-03-18,2024-04-02,16.43,17.4158,5.830451,止盈
000039,中集集团,0,2024-03-21,2024-03-22,2024-04-03,9.14,9.6884,5.830451,止盈
000100,TCL科技,0,2024-03-29,2024-04-01,2024-04-01,4.73,5.0138,5.830451,止盈
000333,美的集团,0,2024-04-09,2024-04-10,2024-04-16,64.87,68.7622,5.830451,止盈
000403,派林生物,0,2024-04-09,2024-04-10,2024-04-16,28.41,30.1146,5.830451,止盈
000028,国药一致,0,2024-04-11,2024-04-12,2024-04-15,30.76,32.6056,5.830451,止盈
000027,深圳能源,0,2024-05-08,2024-05-09,2024-05-29,7.32,7.46,1.749557,时间止盈
000089,深圳机场,0,2024-05-08,2024-05-09,2024-05-29,7.0,6.98,-0.445209,时间止盈
000420,吉林化纤,0,2024-05-09,2024-05-10,2024-05-15,3.72,3.9432,5.830451,止盈
000039,中集集团,0,2024-05-10,2024-05-13,2024-05-31,9.53,9.58,0.363868,时间止盈
000099,中信海直,0,2024-05-13,2024-05-14,2024-05-17,20.63,21.8678,5.830451,止盈
000065,北方国际,0,2024-05-14,2024-05-15,2024-06-04,12.58,11.65,-7.540814,时间止盈
000001,平安银行,0,2024-05-15,2024-05-16,2024-05-20,10.85,11.501,5.830451,止盈
000409,云鼎科技,0,2024-05-15,2024-05-16,2024-06-05,8.55,8.0,-6.582411,时间止盈
000422,湖北宜化,0,2024-05-29,2024-05-30,2024-05-30,12.49,13.2394,5.830451,止盈
000422,湖北宜化,0,2024-06-03,2024-06-04,2024-06-07,12.5,13.25,5.830451,止盈
000415,渤海租赁,0,2024-06-04,2024-06-05,2024-06-26,2.54,2.47,-2.911449,时间止盈
000035,中国天楹,0,2024-06-19,2024-06-20,2024-07-08,4.91,4.3208,-12.140758,止损
000039,中集集团,0,2024-06-19,2024-06-20,2024-07-03,9.82,8.6416,-12.140758,止损
000400,许继电气,0,2024-06-26,2024-06-27,2024-06-28,32.38,34.3228,5.830451,止盈
000007,全新好,0,2024-07-23,2024-07-24,2024-08-05,5.21,4.5848,-12.140758,止损
000159,国际实业,0,2024-09-10,2024-09-11,2024-09-27,6.19,6.5614,5.830451,止盈
000020,深华发Ａ,0,2024-10-15,2024-10-16,2024-10-22,13.43,14.2358,5.830451,止盈
000166,申万宏源,0,2024-10-24,2024-10-25,2024-11-05,5.26,5.5756,5.830451,止盈
000333,美的集团,0,2024-10-24,2024-10-25,2024-11-14,75.42,73.64,-2.516294,时间止盈
000415,渤海租赁,0,2024-10-24,2024-10-25,2024-10-29,2.74,2.9044,5.830451,止盈
000419,通程控股,0,2024-10-24,2024-10-25,2024-10-28,5.1,5.406,5.830451,止盈
000049,德赛电池,0,2024-10-30,2024-10-31,2024-11-06,25.05,26.553,5.830451,止盈
000011,深物业A,0,2024-11-04,2024-11-05,2024-11-07,9.65,10.229,5.830451,止盈
000019,深粮控股,0,2024-11-04,2024-11-05,2024-11-07,6.7,7.102,5.830451,止盈
000062,深圳华强,0,2024-11-06,2024-11-07,2024-11-11,31.18,33.0508,5.830451,止盈
000158,常山北明,0,2024-11-13,2024-11-14,2024-11-18,29.8,26.224,-12.140758,止损
000410,沈阳机床,0,2024-11-13,2024-11-14,2024-12-04,8.04,7.72,-4.133685,时间止盈
000025,特 力Ａ,0,2024-11-14,2024-11-15,2024-12-02,18.29,19.3874,5.830451,止盈
000029,深深房Ａ,0,2024-11-14,2024-11-15,2024-12-05,16.5,16.58,0.324121,时间止盈
000045,深纺织Ａ,0,2024-11-14,2024-11-15,2024-11-22,11.35,12.031,5.830451,止盈
000034,神州数码,0,2024-11-15,2024-11-18,2024-12-06,35.67,34.87,-2.399146,时间止盈
000061,农 产 品,0,2024-11-15,2024-11-18,2024-11-22,6.67,7.0702,5.830451,止盈
000100,TCL科技,0,2024-11-15,2024-11-18,2024-12-06,4.97,4.71,-5.382973,时间止盈
000078,海王生物,0,2024-11-18,2024-11-19,2024-12-02,2.84,3.0104,5.830451,止盈
000010,美丽生态,0,2024-11-19,2024-11-20,2024-11-29,2.8,2.968,5.830451,止盈
000166,申万宏源,0,2024-11-19,2024-11-20,2024-12-10,5.47,5.48,0.022571,时间止盈
000063,中兴通讯,0,2024-11-20,2024-11-21,2024-12-11,32.26,31.15,-3.595242,时间止盈
000070,特发信息,0,2024-11-20,2024-11-21,2024-12-02,5.73,6.0738,5.830451,止盈
000151,中成股份,0,2024-11-20,2024-11-21,2024-11-21,15.9,16.854,5.830451,止盈
000001,平安银行,0,2024-11-21,2024-11-22,2024-12-12,11.59,11.85,2.079773,时间止盈
000019,深粮控股,0,2024-11-21,2024-11-22,2024-11-28,6.82,7.2292,5.830451,止盈
000411,英特集团,0,2024-11-21,2024-11-22,2024-12-09,10.87,11.5222,5.830451,止盈
000099,中信海直,0,2024-11-25,2024-11-26,2024-11-28,28.0,29.68,5.830451,止盈
000069,华侨城Ａ,0,2024-11-27,2024-11-28,2024-12-10,3.02,3.2012,5.830451,止盈
000156,华数传媒,0,2024-11-28,2024-11-29,2024-12-10,7.55,8.003,5.830451,止盈
000009,中国宝安,0,2024-12-03,2024-12-04,2024-12-24,10.02,9.5,-5.341272,时间止盈
000050,深天马Ａ,0,2024-12-03,2024-12-04,2024-12-24,9.23,9.13,-1.241643,时间止盈
000078,海王生物,0,2024-12-04,2024-12-05,2024-12-09,2.93,3.1058,5.830451,止盈
000089,深圳机场,0,2024-12-04,2024-12-05,2024-12-25,7.08,7.01,-1.147071,时间止盈
000012,南 玻Ａ,0,2024-12-05,2024-12-06,2024-12-26,5.54,5.33,-3.944503,时间止盈
000055,方大集团,0,2024-12-05,2024-12-06,2024-12-26,4.3,3.99,-7.357723,时间止盈
000153,丰原药业,0,2024-12-05,2024-12-06,2024-12-26,6.64,6.18,-7.076582,时间止盈
000402,金 融 街,0,2024-12-05,2024-12-06,2024-12-06,3.91,4.1446,5.830451,止盈
000404,长虹华意,0,2024-12-05,2024-12-06,2024-12-16,7.45,7.897,5.830451,止盈
000025,特 力Ａ,0,2024-12-06,2024-12-09,2024-12-27,18.63,17.14,-8.145012,时间止盈
000020,深华发Ａ,0,2024-12-09,2024-12-10,2024-12-23,14.93,13.1384,-12.140758,止损
000151,中成股份,0,2024-12-09,2024-12-10,2024-12-11,16.51,17.5006,5.830451,止盈
000415,渤海租赁,0,2024-12-09,2024-12-10,2024-12-23,4.35,3.828,-12.140758,止损
000301,东方盛虹,0,2024-12-10,2024-12-11,2024-12-30,9.4,8.272,-12.140758,止损
000422,湖北宜化,0,2024-12-11,2024-12-12,2024-12-19,15.09,13.2792,-12.140758,止损
000032,深桑达Ａ,0,2024-12-12,2024-12-13,2025-01-03,18.62,16.3856,-12.140758,止损
000409,云鼎科技,0,2024-12-13,2024-12-16,2024-12-24,10.25,9.02,-12.140758,止损
000029,深深房Ａ,0,2024-12-16,2024-12-17,2025-01-06,16.13,14.1944,-12.140758,止损
000045,深纺织Ａ,0,2024-12-16,2024-12-17,2025-01-02,11.8,10.384,-12.140758,止损
000070,特发信息,0,2024-12-16,2024-12-17,2025-01-06,5.93,5.2184,-12.140758,止损
000048,京基智农,0,2024-12-17,2024-12-18,2024-12-31,17.51,18.5606,5.830451,止盈
000155,川能动力,0,2024-12-17,2024-12-18,2025-01-02,11.86,10.4368,-12.140758,止损
000006,深振业Ａ,0,2024-12-20,2024-12-23,2024-12-25,8.7,7.656,-12.140758,止损
000026,飞亚达,0,2024-12-20,2024-12-23,2025-01-06,11.12,9.7856,-12.140758,止损
