ts_code,symbol,name,industry,market,industry_hot,ind_ret5_rank,trade_date,score,reason,close,pct_chg,amount,turnover_rate,volume_ratio,pe,pe_ttm,pb,ps_ttm,dv_ttm,total_mv,circ_mv,vol_ratio10,vol_dry_ratio,ret5,ret20,atr14_pct,high60_prev,ind_ret5_mean,net_mf_amount,net_mf_3d,revenue_x,n_income_attr_p_x,rd_exp_x,rd_ratio_x,accounts_receiv_x,inventories_x,total_cur_assets_x,accounts_receiv_ratio_x,inventories_ratio_x,inventories_yoy_x,n_cashflow_act_x,net_profit_x,ocf_neg_years_3_x,risk_score,risk_flags,score_risk_adj,revenue_y,n_income_attr_p_y,rd_exp_y,rd_ratio_y,accounts_receiv_y,inventories_y,total_cur_assets_y,accounts_receiv_ratio_y,inventories_ratio_y,inventories_yoy_y,n_cashflow_act_y,net_profit_y,ocf_neg_years_3_y
920087.BJ,920087,秋乐种业,种植业,北交所,True,9.0,20260302,75.0,20日震荡收敛；距60高位回撤充分；站上MA20；短均线多头；放量确认；缩量洗盘,18.61,6.2215,275048.339,,,,,,,,,,2.04395674154861,0.7263287366386046,0.09923213230950978,0.08449883449883444,0.05653906792213035,24.0,0.09873859684709022,,,,,,,,,,,,,,,,10.0,PE空(亏损?),75.0,391208711.12,50440032.78,21608727.49,0.055235803487442545,41460313.13,180065940.47,609230816.24,0.06805353902791934,0.29556275826839484,0.0,-14305702.46,50440032.78,1
600531.SH,600531,豫光金铅,铅锌,主板,True,2.0,20260302,73.0,距60高位回撤充分；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,19.32,6.9175,3632624.992,,,,,,,,,,1.9539165111150667,0.7971600651657337,0.19038817005545283,0.14049586776859502,0.05788593457573311,24.79,0.20080750385968207,,,,,,,,,,,,,,,,10.0,PE空(亏损?),73.0,39344538440.86,807183809.35,268073752.29,0.006813493382136125,292991469.81,9457901247.47,13249081316.46,0.022114097031467533,0.7138533624757797,0.26645853283776644,741872382.43,807448428.41,0
000878.SZ,000878,云南铜业,铜,主板,True,6.0,20260302,71.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,26.69,4.2578,3559090.25,,,,,,,,,,1.8235338081420565,0.6452644064428886,0.19258266309204664,0.13526159081242017,0.052523928389851406,29.47,0.11881781106275713,,,,,,,,,,,,,,,,10.0,PE空(亏损?),71.0,178012273870.27,1264690204.48,369373807.55,0.002074990670694924,160086831.58,12649575153.78,23861048108.68,0.00670912823488943,0.5301349335605433,0.17233076406059578,144628939.44,1916677968.37,0
000737.SZ,000737,北方铜业,铜,主板,True,6.0,20260302,71.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,18.65,3.6111,3070699.825,,,,,,,,,,1.8938907948530062,0.6783186248820675,0.16127023661270234,0.12620772946859904,0.05576032221559782,21.5,0.11881781106275713,,,,,,,,,,,,,,,,10.0,PE空(亏损?),71.0,24106974254.9,612818494.5,52616600.76,0.0021826298150754075,30775483.24,6430185081.12,8814158544.77,0.0034915962860982397,0.7295290921372678,0.34306370880312365,361319400.11,612818494.5,1
601168.SH,601168,西部矿业,铜,主板,True,6.0,20260302,71.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,36.24,4.5887,2890078.694,,,,,,,,,,1.7172499680764157,0.6381223502714222,0.13676286072772914,0.14213677907343203,0.05074917281479728,41.28,0.11881781106275713,,,,,,,,,,,,,,,,10.0,PE空(亏损?),71.0,50025596656.0,2931546224.0,621165917.0,0.012416961686063134,126938582.0,5112904586.0,13307133258.0,0.009539138110282836,0.3842228440093374,0.6169128775910602,8246465412.0,5293707203.0,0
000998.SZ,000998,隆平高科,种植业,主板,True,9.0,20260302,71.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,10.19,1.9,593835.595,,,,,,,,,,2.428770610033656,0.7042087850082516,0.048353909465020495,0.058151609553478645,0.018092995428415973,10.73,0.09873859684709022,,,,,,,,,,,,,,,,10.0,PE空(亏损?),71.0,8565552863.63,113866777.84,673908093.79,0.07867654365329596,1828405486.08,3873415090.96,9916501783.01,0.18438008948000367,0.39060297428639046,-0.1496798567735802,489272544.96,-160621507.59,0
600808.SH,600808,马钢股份,普钢,主板,True,7.0,20260302,71.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,4.31,3.6058,563966.024,,,,,,,,,,1.9175376921881293,0.7230870591308171,0.09390862944162426,-0.02488687782805432,0.0361850980819045,4.54,0.10254539102501153,,,,,,,,,,,,,,,,10.0,PE空(亏损?),71.0,81816891739.0,-4659156254.0,1103101885.0,0.013482568960440963,1753824456.0,7908952095.0,19472010226.0,0.0900689983029182,0.4061702928051862,-0.20258915027446478,960874794.0,-4983609089.0,0
600354.SH,600354,敦煌种业,种植业,主板,True,9.0,20260302,71.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,7.15,1.4184,440869.943,,,,,,,,,,1.6469134116275361,0.7518636883122631,0.07357357357357364,0.048387096774193505,0.030273544278714187,7.92,0.09873859684709022,,,,,,,,,,,,,,,,10.0,PE空(亏损?),71.0,1155927318.74,49876394.67,20312119.73,0.017572142643138583,42144442.44,518875529.78,1435235916.36,0.029364121925603285,0.3615262995201205,0.16913644420072949,276550980.42,117005536.56,0
600578.SH,600578,京能电力,火力发电,主板,True,5.0,20260302,71.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,5.6,1.6334,343274.337,,,,,,,,,,1.8608229485484262,0.7933624034698691,0.0980392156862746,0.02003642987249532,0.026776933244068397,5.69,0.12299990342796496,,,,,,,,,,,,,,,,10.0,PE空(亏损?),71.0,35428028379.25,1723178373.53,124502605.26,0.003514240305083432,4785820991.02,2311323926.78,12865246343.43,0.37199606313516215,0.17965640649860876,0.6755976976782718,6123425793.25,2287395984.26,0
688102.SH,688102,斯瑞新材,铜,科创板,True,6.0,20260302,69.0,20日震荡收敛；距60高位回撤充分；突破10日高点；短均线多头；偏离MA20过大；放量确认,46.48,6.826,1426488.482,,,,,,,,,,1.6612339815054462,0.5985387754304377,0.21452835118892066,-0.04929433421967688,0.060759209587277534,56.17,0.11881781106275713,,,,,,,,,,,,,,,,10.0,PE空(亏损?),69.0,1329681334.8,114240914.58,68826947.16,0.05176198639379442,286674384.34,258375446.32,808498712.78,0.3545761790445877,0.3195743446907705,0.03897455607584743,169520234.47,119168429.11,0
600506.SH,600506,统一股份,石油加工,主板,True,8.0,20260302,68.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,27.49,7.1317,813004.619,,,,,,,,,,4.8247547188426,0.5715499947592869,0.10224538893344004,0.025363670272286365,0.032914318452273945,29.5,0.10181389607091013,,,,,,,,,,,,,,,,10.0,PE空(亏损?),68.0,2313851288.65,31387579.76,44603126.32,0.01927657431520734,185142493.1,117741191.65,660259862.71,0.2804085233048892,0.17832553256643197,-0.23782650647871095,427924483.79,31387579.76,0
002274.SZ,002274,华昌化工,农药化肥,主板,True,11.0,20260302,68.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,6.7,2.4465,326606.103,,,,,,,,,,2.882906764766497,0.8280938526323501,0.0912052117263844,0.0858995137763372,0.03012468710352973,6.73,0.09415555925197983,,,,,,,,,,,,,,,,10.0,PE空(亏损?),68.0,7930025072.85,521372138.28,89148417.08,0.011241883381329667,155173420.97,658960298.78,2831030355.43,0.054811641518563305,0.23276341686555732,-0.0034812737120746284,380274069.21,513446578.58,0
000426.SZ,000426,兴业银锡,铅锌,主板,True,2.0,20260302,67.0,距60高位回撤充分；突破10日高点；短均线多头；放量确认；缩量洗盘；RSI回升区间,60.22,9.114,7492118.886,,,,,,,,,,1.7291654638739868,0.8296305389577009,0.25223539197338307,0.040428472702142226,0.06122691471257587,74.8,0.20080750385968207,,,,,,,,,,,,,,,,10.0,PE空(亏损?),67.0,4270387237.8,1529858571.7,93997104.6,0.02201137727463447,4456440.71,506076573.09,1705401269.37,0.002613133219753187,0.2967492649263431,0.8312677649498379,1815202654.66,1501903588.73,0
601212.SH,601212,白银有色,铜,主板,True,6.0,20260302,67.0,距60高位回撤充分；突破10日高点；短均线多头；放量确认；缩量洗盘；RSI回升区间,11.77,10.0,5808916.255,,,,,,,,,,1.6622396432974944,0.8233311843081833,0.24287222808870101,0.13500482160077154,0.067458973098954,15.19,0.11881781106275713,,,,,,,,,,,,,,,,10.0,PE空(亏损?),67.0,86787469934.36,80791740.28,280343592.19,0.0032302311889266084,1272921275.73,16283360299.24,31223482451.79,0.04076807504401307,0.5215100629592487,0.1149570290859474,4359797925.95,809953755.65,0
000603.SZ,000603,盛达资源,铅锌,主板,True,2.0,20260302,67.0,距60高位回撤充分；突破10日高点；短均线多头；放量确认；缩量洗盘；RSI回升区间,56.57,8.7885,3340804.285,,,,,,,,,,1.8040647978997275,0.8226421894335464,0.2515486725663716,0.09844660194174759,0.06400462497876148,73.59,0.20080750385968207,,,,,,,,,,,,,,,,10.0,PE空(亏损?),67.0,2013208417.83,390035399.95,13912241.38,0.006910482420392295,17943131.51,334046502.63,1794524286.59,0.009998823445346616,0.1861476632700043,0.35841772492818436,730570099.98,474414668.69,0
000633.SZ,000633,合金投资,小金属,主板,True,3.0,20260302,67.0,20日震荡收敛；距60高位回撤充分；站上MA20；放量确认；缩量洗盘；波动率低,7.9,-2.4691,179668.147,,,,,,,,,,2.203544363325496,0.5922452324351103,0.036745406824147064,-0.022277227722772297,0.03319859253328282,9.4,0.13304560997183532,,,,,,,,,,,,,,,,10.0,PE空(亏损?),67.0,277184746.5,11677875.12,,,66165555.56,65733428.81,188058122.89,0.3518356694366344,0.34953783330300053,0.14645452373919454,26153811.4,15187900.93,2
601857.SH,601857,中国石油,石油开采,主板,True,1.0,20260302,66.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,11.95,10.0368,10222251.615,,,,,,,,,,4.748714506197544,0.7825033054420341,0.13377609108159394,0.21566632756866722,0.03334091857308072,11.29,0.2621462355712625,,,,,,,,,,,,,,,,10.0,PE空(亏损?),66.0,2937981000000.0,164676000000.0,23014000000.0,0.00783327053510557,71610000000.0,168338000000.0,590844000000.0,0.1211995044377196,0.28491107635856505,-0.06754997701251297,406532000000.0,183747000000.0,0
000630.SZ,000630,铜陵有色,铜,主板,True,6.0,20260302,65.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,8.42,6.1791,6788948.837,,,,,,,,,,1.6145080529851479,0.7639630751858123,0.19432624113475172,0.22740524781341098,0.05595526228398391,9.19,0.11881781106275713,,,,,,,,,,,,,,,,10.0,PE空(亏损?),65.0,145531399282.95,2808595667.89,729316194.38,0.005011400962083956,2498751213.76,18622766021.71,41871833155.04,0.059676183856288416,0.44475640588160936,0.17827643818902983,1534927608.81,3811317329.56,0
000060.SZ,000060,中金岭南,铅锌,主板,True,2.0,20260302,65.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,8.37,1.3317,3218243.965,,,,,,,,,,2.0618021906733333,0.6983225594021566,0.18387553041018379,0.07445442875481367,0.050500076757556515,9.22,0.20080750385968207,,,,,,,,,,,,,,,,10.0,PE空(亏损?),65.0,59812478789.84,1081867493.96,503010185.66,0.008409786650498147,740225999.55,11755802462.15,18223615595.77,0.040619052550791214,0.6450861740564103,0.32749739398755806,795590086.2,1320803678.07,0
000969.SZ,000969,安泰科技,小金属,主板,True,3.0,20260302,65.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,26.6,4.2728,2335730.573,,,,,,,,,,2.555835553276388,0.5296070347289074,0.1271186440677965,0.01449275362318847,0.03527973067459278,31.12,0.13304560997183532,,,,,,,,,,,,,,,,10.0,PE空(亏损?),65.0,7573286792.27,372396423.19,518596411.76,0.06847705969478504,998351543.14,2084063579.1,6459051250.67,0.154566282940771,0.32265784837731687,-0.15532553479992628,769672537.06,434299507.4,0
600426.SH,600426,华鲁恒升,农药化肥,主板,True,11.0,20260302,65.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,40.5,4.9223,2210236.584,,,,,,,,,,2.631034577154952,0.8007361206478602,0.13668257086724656,0.0719957649550027,0.04347118151358729,39.19,0.09415555925197983,,,,,,,,,,,,,,,,10.0,PE空(亏损?),65.0,34226018627.13,3902593305.73,660664766.54,0.019302997924985337,83752706.47,1318825964.45,7374489438.9,0.011357085417765924,0.17883624017322072,-0.11667902678254982,4968115816.5,4178200915.78,0
600490.SH,600490,鹏欣资源,铜,主板,True,6.0,20260302,65.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,10.74,4.2718,1720873.144,,,,,,,,,,1.8259629308109329,0.7244556270572954,0.13291139240506333,0.12460732984293177,0.055585341637921795,12.07,0.11881781106275713,,,,,,,,,,,,,,,,10.0,PE空(亏损?),65.0,5132523627.93,-96771592.11,,,70094910.14,1103088116.72,2870760549.76,0.024416843176230784,0.384249434113277,0.2851652714794841,-512993130.14,-192611031.01,3
000893.SZ,000893,亚钾国际,农药化肥,主板,True,11.0,20260302,65.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,60.85,7.6991,1413944.934,,,,,,,,,,2.264444873885718,0.8243795481370528,0.11080686381891192,0.01721832163156134,0.04003169384554441,60.96,0.09415555925197983,,,,,,,,,,,,,,,,10.0,PE空(亏损?),65.0,3547988671.37,950465904.14,15941291.16,0.00449305018604936,39000217.02,393188460.24,1662804738.26,0.023454477920727357,0.23646099340048918,-0.05723789942743307,1263629696.99,914200564.69,0
000983.SZ,000983,山西焦煤,煤炭开采,主板,True,12.0,20260302,65.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；波动率低；RSI回升区间,7.4,0.8174,1074887.621,,,,,,,,,,2.0688989898599988,0.8765427514191758,0.06017191977077352,0.07246376811594213,0.03176712809569965,7.54,0.09123336067117296,,,,,,,,,,,,,,,,10.0,PE空(亏损?),65.0,45290384448.09,3108028389.69,1054036620.25,0.02327285654768716,1951634839.96,2143645709.48,19710016871.64,0.09901741092713796,0.10875920215798551,0.14556693398462062,3587701885.45,4090069964.34,0
600348.SH,600348,华阳股份,煤炭开采,主板,True,12.0,20260302,65.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,10.34,2.4777,942155.938,,,,,,,,,,2.1274675975504067,0.6352690922656614,0.10706638115631684,0.1263616557734204,0.03513317320927414,10.11,0.09123336067117296,,,,,,,,,,,,,,,,10.0,PE空(亏损?),65.0,25060196423.43,2224754288.64,928477201.14,0.037049877241661255,1959976885.3,801667656.3,15306539245.6,0.12804833632549648,0.05237419402497834,0.18416381723705189,3487608140.68,2603736975.68,0
002545.SZ,002545,东方铁塔,农药化肥,主板,True,11.0,20260302,65.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,29.96,9.9853,933516.559,,,,,,,,,,1.9360056494060394,0.7105422400501004,0.1662125340599454,0.03310344827586209,0.05265265214920157,29.92,0.09415555925197983,,,,,,,,,,,,,,,,10.0,PE空(亏损?),65.0,4196155931.64,564262489.78,72534484.2,0.01728593631449036,479195474.51,633884215.84,5280650207.08,0.09074554377177295,0.1200390465155453,-0.1579242665426387,1147523054.35,563369051.33,0
600509.SH,600509,天富能源,火力发电,主板,True,5.0,20260302,65.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,9.18,1.2128,672861.712,,,,,,,,,,2.3138336759128886,0.7573008807509395,0.098086124401914,-0.008639308855291628,0.02828189462227183,9.56,0.12299990342796496,,,,,,,,,,,,,,,,10.0,PE空(亏损?),65.0,9270806648.09,248436831.22,17839511.36,0.0019242674383329254,2012296920.73,467426214.47,6980662028.78,0.28826734662610304,0.06696015543266337,0.0031480982127058965,1876355126.94,257073004.36,0
000937.SZ,000937,冀中能源,煤炭开采,主板,True,12.0,20260302,65.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；波动率低；RSI回升区间,5.83,1.2153,256615.842,,,,,,,,,,1.7879998752550796,0.9357896192044192,0.05615942028985521,0.05807622504537213,0.021952011671721786,5.95,0.09123336067117296,,,,,,,,,,,,,,,,10.0,PE空(亏损?),65.0,18731475149.87,1208301746.48,700129861.15,0.03737718762394744,3135148386.67,1551790379.14,17844242041.69,0.1756952399180232,0.0869630873373332,0.3256407858782846,2490896773.83,1587435168.19,0
600508.SH,600508,上海能源,煤炭开采,主板,True,12.0,20260302,65.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；波动率低；RSI回升区间,13.24,1.0687,210551.109,,,,,,,,,,1.9462095679978022,0.8971746324169025,0.07817589576547235,0.06602254428341392,0.02751819716599499,13.39,0.09123336067117296,,,,,,,,,,,,,,,,10.0,PE空(亏损?),65.0,9488232722.76,715595312.9,62319527.52,0.0065680858955441054,344111309.29,254284824.18,3904092762.93,0.08814117137722578,0.06513288480091356,-0.12219439327612447,1276503895.17,664572907.87,0
601088.SH,601088,中国神华,煤炭开采,主板,True,12.0,20260302,64.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,44.73,5.8448,3526126.427,,,,,,,,,,3.4844113419668328,0.68770747471628,0.07913148371531942,0.11824999999999997,0.02633196047457328,43.07,0.09123336067117296,,,,,,,,,,,,,,,,10.0,PE空(亏损?),64.0,338375000000.0,58671000000.0,2727000000.0,0.008059106021425932,12466000000.0,12482000000.0,205125000000.0,0.06077269957343084,0.060850700792199876,-0.028335668690642968,93348000000.0,68865000000.0,0
002039.SZ,002039,黔源电力,水力发电,主板,True,10.0,20260302,64.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,18.37,1.8293,264676.649,,,,,,,,,,2.9417404204730087,0.7382939431505018,0.07931844888366646,0.017728531855955687,0.01866987038640404,19.75,0.09583276715927713,,,,,,,,,,,,,,,,10.0,PE空(亏损?),64.0,1932832751.59,218212297.43,,,110010725.99,2228515.54,403245942.4,0.2728129769521024,0.005526442564397643,0.22226745491334432,1257245813.58,400252277.9,0
920099.BJ,920099,瑞华技术,石油加工,北交所,True,8.0,20260302,64.0,20日震荡收敛；突破10日高点；短均线多头；放量确认；缩量洗盘；波动率低,35.08,5.4403,122240.948,,,,,,,,,,4.644960936388949,0.5605816352399621,0.08271604938271615,-0.023385300668151587,0.04450586725947973,38.28,0.10181389607091013,,,,,,,,,,,,,,,,10.0,PE空(亏损?),64.0,555168362.13,115953735.47,19753395.38,0.03558090973378357,134963371.39,208774076.57,942715553.94,0.14316446867343174,0.22146030761606336,0.14552468216791525,182572731.56,115953735.47,0
600021.SH,600021,上海电力,火力发电,主板,True,5.0,20260302,63.0,20日震荡收敛；站上MA20；短均线多头；放量确认；缩量洗盘；波动率低,21.7,-0.6865,1756707.124,,,,,,,,,,1.8855537115761174,0.47289031099558687,0.07638888888888884,-0.08823529411764708,0.03463299268402372,24.85,0.12299990342796496,,,,,,,,,,,,,,,,10.0,PE空(亏损?),63.0,42733886034.16,2045978960.3,207798405.09,0.004862614294517776,25797105084.21,1047577944.49,37845088998.22,0.6816500044542988,0.0276806838673116,0.018380539235381965,8172473975.07,4163134228.84,0
000758.SZ,000758,中色股份,铅锌,主板,True,2.0,20260302,63.0,20日震荡收敛；站上MA20；短均线多头；放量确认；缩量洗盘；波动率低,8.81,-2.5442,1679800.628,,,,,,,,,,1.8348339174268646,0.7769949544852003,0.19701086956521752,0.08899876390605699,0.0530172578640183,9.53,0.20080750385968207,,,,,,,,,,,,,,,,10.0,PE空(亏损?),63.0,8917892057.98,402313183.34,47909291.64,0.005372266375116002,1749592473.53,2564493112.53,10784655218.82,0.16222980132705914,0.23779092242603872,0.37878874941372476,685194034.16,520560839.87,0
600338.SH,600338,西藏珠峰,铅锌,主板,True,2.0,20260302,63.0,20日震荡收敛；站上MA20；短均线多头；放量确认；缩量洗盘；波动率低,19.66,-1.5523,1495508.332,,,,,,,,,,1.6942650999503885,0.5988500577899881,0.12022792022792017,-0.06291706387035267,0.05238084551976766,22.12,0.20080750385968207,,,,,,,,,,,,,,,,10.0,PE空(亏损?),63.0,1639478160.58,229607758.34,990919.69,0.000604411643793682,,171416755.21,879532989.78,,0.1948951968849707,-0.15371589712780598,738673787.48,216138822.59,0
603979.SH,603979,金诚信,铜,主板,True,6.0,20260302,63.0,20日震荡收敛；站上MA20；短均线多头；放量确认；缩量洗盘；波动率低,78.68,1.575,779569.534,,,,,,,,,,1.5765452247154244,0.6167606599278038,0.07648105075933787,0.00012711325791281425,0.045252291038404405,89.77,0.11881781106275713,,,,,,,,,,,,,,,,10.0,PE空(亏损?),63.0,9942406397.81,1583824966.89,99766121.07,0.010034403853374506,2240861925.79,1585575217.58,8064743706.92,0.27785903771092135,0.1966057788320648,-0.04256511147087483,2053184661.9,1570782177.81,0
