ts_code,name,trade_date,asof_time,open,low_0930_1000,low_0930_1000_pct,close_0959,close_0959_pct,cross_time,cross_minutes,last_close,pct_from_open,reason
300080.SZ,易成新能,20260306,12:46,5.48,5.3,-3.2846715328467257,5.44,-0.7299270072992706,10:04,34,5.58,1.8248175182481685,前30分钟回撤-3.28%，随后站上开盘价并稳住
002866.SZ,传艺科技,20260306,12:46,18.8,18.58,-1.1702127659574595,18.69,-0.5851063829787203,10:13,43,19.14,1.8085106382978715,前30分钟回撤-1.17%，随后站上开盘价并稳住
600237.SH,铜峰电子,20260306,12:46,10.3,10.15,-1.4563106796116538,10.29,-0.09708737864079188,10:02,32,10.48,1.7475728155339778,前30分钟回撤-1.46%，随后站上开盘价并稳住
600879.SH,航天电子,20260306,12:46,26.0,25.65,-1.3461538461538516,25.92,-0.30769230769230116,10:01,31,26.45,1.7307692307692282,前30分钟回撤-1.35%，随后站上开盘价并稳住
688506.SH,百利天恒,20260306,12:46,255.54,252.32,-1.2600767003208886,254.44,-0.430460984581668,10:00,30,259.94,1.721843938326683,前30分钟回撤-1.26%，随后站上开盘价并稳住
600791.SH,京能置业,20260306,12:46,8.26,8.13,-1.5738498789346127,8.22,-0.48426150121064343,10:04,34,8.4,1.6949152542372952,前30分钟回撤-1.57%，随后站上开盘价并稳住
002396.SZ,星网锐捷,20260306,12:46,29.5,29.21,-0.9830508474576243,29.46,-0.13559322033898016,10:02,32,30.0,1.694915254237288,前30分钟回撤-0.98%，随后站上开盘价并稳住
300693.SZ,盛弘股份,20260306,12:46,46.0,44.48,-3.304347826086963,45.91,-0.1956521739130509,10:02,32,46.77,1.6739130434782676,前30分钟回撤-3.30%，随后站上开盘价并稳住
300102.SZ,乾照光电,20260306,12:46,35.2,34.47,-2.073863636363648,34.82,-1.0795454545454617,10:06,36,35.77,1.6193181818181825,前30分钟回撤-2.07%，随后站上开盘价并稳住
002134.SZ,天津普林,20260306,12:46,22.26,22.01,-1.1230907457322552,22.24,-0.08984725965859444,10:02,32,22.62,1.6172506738544448,前30分钟回撤-1.12%，随后站上开盘价并稳住
688348.SH,昱能科技,20260306,12:46,50.62,49.41,-2.390359541683131,50.25,-0.7309363887791336,10:09,39,51.41,1.5606479652311323,前30分钟回撤-2.39%，随后站上开盘价并稳住
603131.SH,上海沪工,20260306,12:46,23.65,23.48,-0.7188160676532692,23.52,-0.5496828752642665,10:12,42,24.01,1.5221987315010697,前30分钟回撤-0.72%，随后站上开盘价并稳住
688618.SH,三旺通信,20260306,12:46,32.24,31.8,-1.3647642679900782,32.16,-0.24813895781639392,10:02,32,32.73,1.5198511166252942,前30分钟回撤-1.36%，随后站上开盘价并稳住
002438.SZ,江苏神通,20260306,12:46,18.11,17.81,-1.6565433462175632,18.04,-0.38652678078409874,10:02,32,18.38,1.4908890115958011,前30分钟回撤-1.66%，随后站上开盘价并稳住
600562.SH,国睿科技,20260306,12:46,28.33,27.84,-1.729615248852801,28.07,-0.9177550300035229,10:13,43,28.75,1.4825273561595542,前30分钟回撤-1.73%，随后站上开盘价并稳住
002635.SZ,安洁科技,20260306,12:46,14.5,14.28,-1.5172413793103492,14.48,-0.13793103448275568,10:04,34,14.71,1.4482758620689713,前30分钟回撤-1.52%，随后站上开盘价并稳住
688590.SH,新致软件,20260306,12:46,15.25,15.07,-1.1803278688524572,15.22,-0.19672131147540564,10:01,31,15.47,1.4426229508196764,前30分钟回撤-1.18%，随后站上开盘价并稳住
601012.SH,隆基绿能,20260306,12:46,17.76,17.58,-1.0135135135135318,17.73,-0.1689189189189253,10:03,33,18.01,1.4076576576576576,前30分钟回撤-1.01%，随后站上开盘价并稳住
688696.SH,极米科技,20260306,12:46,92.6,92.0,-0.6479481641468622,92.55,-0.053995680345569286,10:01,31,93.9,1.4038876889848937,前30分钟回撤-0.65%，随后站上开盘价并稳住
688146.SH,中船特气,20260306,12:46,45.35,44.72,-1.389195148842343,45.23,-0.26460859977950285,10:02,32,45.98,1.3891951488423273,前30分钟回撤-1.39%，随后站上开盘价并稳住
688122.SH,西部超导,20260306,12:46,86.15,85.1,-1.2188044109112144,85.86,-0.33662217063262473,10:03,33,87.34,1.381311665699359,前30分钟回撤-1.22%，随后站上开盘价并稳住
600980.SH,北矿科技,20260306,12:46,24.81,24.59,-0.8867392180572305,24.79,-0.08061265618701965,10:13,43,25.15,1.3704151551793626,前30分钟回撤-0.89%，随后站上开盘价并稳住
002046.SZ,国机精工,20260306,12:46,51.81,51.08,-1.4089944026249837,51.7,-0.21231422505307745,10:03,33,52.52,1.3703918162516906,前30分钟回撤-1.41%，随后站上开盘价并稳住
603341.SH,龙旗科技,20260306,12:46,41.96,41.75,-0.5004766444232622,41.92,-0.09532888465204754,10:03,33,42.53,1.358436606291707,前30分钟回撤-0.50%，随后站上开盘价并稳住
688349.SH,三一重能,20260306,12:46,25.78,25.24,-2.0946470131885286,25.76,-0.0775795190069805,10:06,36,26.13,1.3576415826221795,前30分钟回撤-2.09%，随后站上开盘价并稳住
001208.SZ,华菱线缆,20260306,12:46,22.33,22.06,-1.2091356918943108,22.17,-0.7165248544558738,10:13,43,22.63,1.3434841021047952,前30分钟回撤-1.21%，随后站上开盘价并稳住
002558.SZ,巨人网络,20260306,12:46,35.2,34.77,-1.221590909090908,35.0,-0.5681818181818262,10:10,40,35.67,1.3352272727272694,前30分钟回撤-1.22%，随后站上开盘价并稳住
300123.SZ,亚光科技,20260306,12:46,7.51,7.38,-1.731025299600531,7.46,-0.6657789613848178,10:05,35,7.61,1.3315579227696475,前30分钟回撤-1.73%，随后站上开盘价并稳住
300748.SZ,金力永磁,20260306,12:46,36.1,35.8,-0.8310249307479343,35.95,-0.41551246537395725,10:14,44,36.58,1.3296398891966672,前30分钟回撤-0.83%，随后站上开盘价并稳住
300408.SZ,三环集团,20260306,12:46,58.52,57.51,-1.725905673274103,58.33,-0.3246753246753329,10:06,36,59.29,1.3157894736842037,前30分钟回撤-1.73%，随后站上开盘价并稳住
688628.SH,优利德,20260306,12:46,42.35,41.53,-1.9362455726092096,42.22,-0.30696576151122207,10:04,34,42.9,1.298701298701292,前30分钟回撤-1.94%，随后站上开盘价并稳住
300750.SZ,宁德时代,20260306,12:46,349.0,344.66,-1.2435530085959814,348.65,-0.10028653295129591,10:01,31,353.51,1.2922636103151837,前30分钟回撤-1.24%，随后站上开盘价并稳住
603703.SH,盛洋科技,20260306,12:46,13.96,13.86,-0.7163323782235058,13.95,-0.07163323782236077,10:02,32,14.14,1.2893982808022901,前30分钟回撤-0.72%，随后站上开盘价并稳住
000969.SZ,安泰科技,20260306,12:46,24.29,23.95,-1.3997529847673935,24.06,-0.9468917249897094,10:13,43,24.6,1.276245368464398,前30分钟回撤-1.40%，随后站上开盘价并稳住
301325.SZ,曼恩斯特,20260306,12:46,52.01,51.8,-0.40376850605652925,51.92,-0.17304364545279044,10:04,34,52.67,1.2689867333205225,前30分钟回撤-0.40%，随后站上开盘价并稳住
300700.SZ,岱勒新材,20260306,12:46,14.23,14.06,-1.1946591707659868,14.22,-0.07027406886858599,10:01,31,14.41,1.2649332396345727,前30分钟回撤-1.19%，随后站上开盘价并稳住
000630.SZ,铜陵有色,20260306,12:46,7.52,7.37,-1.994680851063823,7.5,-0.26595744680850497,10:14,44,7.61,1.196808510638308,前30分钟回撤-1.99%，随后站上开盘价并稳住
603212.SH,赛伍技术,20260306,12:46,14.44,14.24,-1.3850415512465326,14.36,-0.5540166204986154,10:09,39,14.61,1.1772853185595562,前30分钟回撤-1.39%，随后站上开盘价并稳住
002465.SZ,海格通信,20260306,12:46,17.02,16.8,-1.2925969447708512,16.98,-0.23501762632196915,10:02,32,17.22,1.1750881316098667,前30分钟回撤-1.29%，随后站上开盘价并稳住
002645.SZ,华宏科技,20260306,12:46,15.38,15.22,-1.0403120936280894,15.31,-0.4551365409622905,10:13,43,15.56,1.1703511053315976,前30分钟回撤-1.04%，随后站上开盘价并稳住
300322.SZ,硕贝德,20260306,12:46,28.35,27.52,-2.9276895943562673,28.17,-0.6349206349206339,10:02,32,28.68,1.164021164021158,前30分钟回撤-2.93%，随后站上开盘价并稳住
000727.SZ,冠捷科技,20260306,12:46,2.64,2.57,-2.651515151515162,2.63,-0.3787878787878875,10:11,41,2.67,1.136363636363629,前30分钟回撤-2.65%，随后站上开盘价并稳住
300581.SZ,晨曦航空,20260306,12:46,15.35,15.21,-0.9120521172638358,15.29,-0.3908794788273648,10:05,35,15.52,1.1074918566775238,前30分钟回撤-0.91%，随后站上开盘价并稳住
301389.SZ,隆扬电子,20260306,12:46,50.82,50.03,-1.5545060999606437,50.33,-0.9641873278236953,10:13,43,51.36,1.0625737898465155,前30分钟回撤-1.55%，随后站上开盘价并稳住
301667.SZ,纳百川,20260306,12:46,63.36,62.5,-1.3573232323232316,63.31,-0.07891414141413693,10:04,34,64.03,1.0574494949494977,前30分钟回撤-1.36%，随后站上开盘价并稳住
301511.SZ,德福科技,20260306,12:46,34.88,34.3,-1.662844036697263,34.47,-1.1754587155963407,10:13,43,35.24,1.0321100917431176,前30分钟回撤-1.66%，随后站上开盘价并稳住
002446.SZ,盛路通信,20260306,12:46,10.7,10.56,-1.3084112149532598,10.6,-0.9345794392523332,10:14,44,10.81,1.0280373831775813,前30分钟回撤-1.31%，随后站上开盘价并稳住
300862.SZ,蓝盾光电,20260306,12:46,23.74,23.57,-0.7160909856781725,23.72,-0.08424599831507824,10:04,34,23.98,1.010951979780969,前30分钟回撤-0.72%，随后站上开盘价并稳住
300014.SZ,亿纬锂能,20260306,12:46,60.03,59.61,-0.6996501749125466,59.68,-0.5830418124271222,10:07,37,60.63,0.9995002498750648,前30分钟回撤-0.70%，随后站上开盘价并稳住
688755.SH,汉邦科技,20260306,12:46,39.17,38.84,-0.842481490936937,39.09,-0.20423793719682995,10:01,31,39.56,0.9956599438345686,前30分钟回撤-0.84%，随后站上开盘价并稳住
688772.SH,珠海冠宇,20260306,12:46,16.53,16.37,-0.9679370840895349,16.45,-0.48396854204477824,10:13,43,16.69,0.9679370840895349,前30分钟回撤-0.97%，随后站上开盘价并稳住
605588.SH,冠石科技,20260306,12:46,54.79,54.2,-1.0768388392042276,54.5,-0.5292936667275034,10:03,33,55.31,0.94907829895967,前30分钟回撤-1.08%，随后站上开盘价并稳住
688260.SH,昀冢科技,20260306,12:46,29.8,29.34,-1.5436241610738284,29.74,-0.20134228187920225,10:03,33,30.08,0.9395973154362336,前30分钟回撤-1.54%，随后站上开盘价并稳住
603806.SH,福斯特,20260306,12:46,17.03,16.72,-1.8203170874926733,16.95,-0.46975924838521343,10:04,34,17.19,0.939518496770406,前30分钟回撤-1.82%，随后站上开盘价并稳住
600491.SH,龙元建设,20260306,12:46,3.22,3.19,-0.931677018633548,3.21,-0.31055900621118726,10:04,34,3.25,0.9316770186335344,前30分钟回撤-0.93%，随后站上开盘价并稳住
300587.SZ,天铁科技,20260306,12:46,6.45,6.41,-0.6201550387596905,6.43,-0.3100775193798521,10:13,43,6.51,0.9302325581395288,前30分钟回撤-0.62%，随后站上开盘价并稳住
000796.SZ,凯撒旅业,20260306,12:46,5.41,5.37,-0.739371534195934,5.4,-0.1848428835489794,10:07,37,5.46,0.9242144177449136,前30分钟回撤-0.74%，随后站上开盘价并稳住
002179.SZ,中航光电,20260306,12:46,35.0,34.8,-0.5714285714285796,34.94,-0.17142857142857792,10:14,44,35.32,0.914285714285715,前30分钟回撤-0.57%，随后站上开盘价并稳住
300136.SZ,信维通信,20260306,12:46,69.6,68.6,-1.4367816091954024,69.11,-0.7040229885057399,10:02,32,70.23,0.9051724137931174,前30分钟回撤-1.44%，随后站上开盘价并稳住
300440.SZ,运达科技,20260306,12:46,16.63,16.51,-0.7215874924834483,16.61,-0.12026458208057472,10:01,31,16.78,0.9019843656043424,前30分钟回撤-0.72%，随后站上开盘价并稳住
