symbol,name,market,trade_date,close,pct_chg,ma5,ma10,ma20,signals,score,reason
600763,通策医疗,1,20260302,50.65,0.158,50.808,49.53,48.57,强势回调买,3.1067,强势回调买
300219,鸿利智汇,0,20260302,7.82,-2.494,7.994,7.849,7.727,支撑确认买,3.1063,支撑确认买
300224,正海磁材,0,20260302,18.52,-3.29,18.578,18.004,17.644,强势回调买,3.1063,强势回调买
605098,行动教育,1,20260302,47.8,2.399,47.07,48.065,46.797,强势回调买,3.1061,强势回调买
688330,宏力达,1,20260302,46.93,1.12,47.224,47.735,45.327,强势回调买,3.1059,强势回调买
688239,航宇科技,1,20260302,76.7,-1.616,76.456,74.44,70.4675,强势回调买,3.1043,强势回调买
300669,沪宁股份,0,20260302,34.08,-0.988,33.97,32.827,32.5355,强势回调买,3.1029,强势回调买
300355,蒙草生态,0,20260302,4.27,-2.955,4.256,4.103,4.0585,强势回调买,3.1013,强势回调买
002913,奥士康,0,20260302,47.38,-3.108,47.224,44.131,42.2725,强势回调买,3.1009,强势回调买
603082,北自科技,1,20260302,39.76,-1.34,40.034,39.293,38.4265,强势回调买,3.1006,强势回调买
000525,红太阳,0,20260302,6.61,-3.504,6.588,6.514,6.1735,强势回调买,3.0998,强势回调买
600596,新安股份,1,20260302,13.65,-0.219,13.604,13.186,12.9355,强势回调买,3.0986,强势回调买
300418,昆仑万维,0,20260302,58.09,-4.926,59.57,59.688,57.6315,支撑确认买,3.0955,支撑确认买
002885,京泉华,0,20260302,30.43,-1.393,30.538,29.059,27.984,强势回调买,3.0939,强势回调买
688146,中船特气,1,20260302,48.59,0.0,48.418,46.39,45.5635,强势回调买,3.0934,强势回调买
601118,海南橡胶,1,20260302,7.7,0.26,7.672,7.365,7.1905,强势回调买,3.0905,强势回调买
300761,立华股份,0,20260302,20.79,0.678,20.048,20.02,19.862,金叉跟进买,3.0897,金叉跟进买
002601,龙佰集团,0,20260302,22.63,-3.084,22.778,22.19,21.8485,强势回调买,3.0897,强势回调买
688398,赛特新材,1,20260302,25.4,-2.308,25.306,24.575,23.5975,强势回调买,3.0886,强势回调买
