日期,获利比例,平均成本,90成本-低,90成本-高,90集中度,70成本-低,70成本-高,70集中度
2025-11-17,0.8534109491571013,6.66,6.24,7.49,0.09130464540983443,6.31,7.34,0.07518963322010234
2025-11-18,0.7093201331556435,6.68,6.24,7.49,0.09130464540983443,6.32,7.34,0.07433932606346402
2025-11-19,0.7132434409290583,6.69,6.24,7.49,0.09130464540983443,6.32,7.34,0.07433932606346402
2025-11-20,0.6247797722971518,6.71,6.24,7.49,0.09130464540983443,6.32,7.34,0.07433932606346402
2025-11-21,0.571441198419837,6.72,6.24,7.48,0.0905888396898011,6.32,7.33,0.07360669357336339
2025-11-24,0.5364140137835968,6.75,6.24,7.48,0.0905888396898011,6.32,7.33,0.07360669357336339
2025-11-25,0.5378736726756083,6.76,6.24,7.48,0.0905888396898011,6.32,7.33,0.07360669357336339
2025-11-26,0.5059254117616812,6.77,6.24,7.48,0.0905888396898011,6.32,7.33,0.07360669357336339
2025-11-27,0.5060382448743868,6.79,6.24,7.48,0.0905888396898011,6.32,7.33,0.07360669357336339
2025-11-28,0.48210272236646357,6.78,6.24,7.48,0.0905888396898011,6.32,7.32,0.07287290045164278
2025-12-01,0.5519754363581385,6.78,6.24,7.47,0.08987190535882168,6.32,7.32,0.07287290045164278
2025-12-02,0.5890870041003926,6.79,6.24,7.47,0.08987190535882168,6.32,7.32,0.07287290045164278
2025-12-03,0.6243075280407904,6.8,6.24,7.47,0.08987190535882168,6.33,7.32,0.07202375392662436
2025-12-04,0.6426538705966839,6.8,6.24,7.47,0.08987190535882168,6.33,7.31,0.07128870696356351
2025-12-05,0.6484512633266851,6.8,6.24,7.47,0.08987190535882168,6.33,7.31,0.07128870696356351
2025-12-08,0.4392845977078674,6.81,6.25,7.46,0.08829520526480732,6.33,7.31,0.07128870696356351
2025-12-09,0.38798764179744055,6.8,6.25,7.46,0.08829520526480732,6.33,7.3,0.07055249462079695
2025-12-10,0.5759678152077514,6.8,6.25,7.46,0.08829520526480732,6.33,7.3,0.07055249462079695
2025-12-11,0.5499456041040163,6.8,6.25,7.45,0.08757589567927551,6.35,7.29,0.06896704530347571
2025-12-12,0.5100625612006816,6.81,6.25,7.45,0.08757589567927551,6.35,7.29,0.06896704530347571
2025-12-15,0.592842450359514,6.81,6.25,7.45,0.08757589567927551,6.35,7.29,0.06896704530347571
2025-12-16,0.461569936969396,6.81,6.25,7.45,0.08757589567927551,6.35,7.27,0.06822840698545353
2025-12-17,0.4802738609250128,6.81,6.25,7.45,0.08757589567927551,6.35,7.27,0.06822840698545353
2025-12-18,0.6210564365203539,6.81,6.25,7.44,0.08685545016723722,6.35,7.27,0.06822840698545353
2025-12-19,0.54478416239887,6.81,6.26,7.44,0.0859979516129823,6.35,7.27,0.06822840698545353
2025-12-22,0.39592744984507006,6.81,6.26,7.44,0.0859979516129823,6.35,7.26,0.06748859573418814
2025-12-23,0.3524447147956464,6.81,6.26,7.44,0.0859979516129823,6.35,7.26,0.06748859573418814
2025-12-24,0.3457855832653391,6.8,6.26,7.44,0.0859979516129823,6.36,7.26,0.06664169984625697
2025-12-25,0.3310880366262926,6.8,6.26,7.44,0.0859979516129823,6.36,7.25,0.0659006287757367
2025-12-26,0.37278067470259924,6.8,6.26,7.43,0.0852762601641966,6.36,7.25,0.0659006287757367
2025-12-29,0.32563574973292864,6.79,6.26,7.43,0.0852762601641966,6.36,7.25,0.0659006287757367
2025-12-30,0.2776348510679118,6.79,6.26,7.43,0.0852762601641966,6.36,7.24,0.06515837997374317
2025-12-31,0.2889865110787975,6.79,6.26,7.43,0.0852762601641966,6.36,7.24,0.06515837997374317
2026-01-05,0.3055477552031194,6.78,6.26,7.43,0.0852762601641966,6.37,7.24,0.06431266181728519
2026-01-06,0.3843504363582375,6.77,6.27,7.42,0.08369707016115589,6.37,7.23,0.06356915119389582
2026-01-07,0.7547481811342135,6.78,6.27,7.42,0.08369707016115589,6.37,7.22,0.06282445802235587
2026-01-08,0.6835747134517329,6.79,6.27,7.4,0.08297299021797282,6.38,7.21,0.06123396541419487
2026-01-09,0.7444499560147129,6.8,6.27,7.4,0.08297299021797282,6.38,7.2,0.06048682103098489
2026-01-12,0.7361070642033591,6.8,6.28,7.4,0.08211788015811519,6.38,7.19,0.05973848642711905
2026-01-13,0.784973077989219,6.81,6.28,7.4,0.08211788015811519,6.38,7.18,0.05898895875625089
2026-01-14,0.6823018833094684,6.82,6.28,7.39,0.08139255230905909,6.39,7.17,0.05739466257364955
2026-01-15,0.6466627844743796,6.82,6.28,7.39,0.08139255230905909,6.39,7.16,0.056642667076294936
2026-01-16,0.449867340697051,6.82,6.28,7.39,0.08139255230905909,6.39,7.14,0.055889470760929975
2026-01-19,0.6155852506820619,6.82,6.29,7.39,0.08053869015507455,6.4,7.13,0.0542926287391891
2026-01-20,0.7750440967396341,6.83,6.29,7.38,0.07981211440014536,6.4,7.12,0.053536952756257264
2026-01-21,0.6743972124641143,6.83,6.29,7.38,0.07981211440014536,6.4,7.12,0.053536952756257264
2026-01-22,0.8233959998649117,6.84,6.29,7.38,0.07981211440014536,6.41,7.11,0.051938834763533136
2026-01-23,0.7145275328310299,6.84,6.29,7.38,0.07981211440014536,6.41,7.1,0.05118067214368738
2026-01-26,0.8341292872214727,6.85,6.29,7.37,0.07908438942921706,6.42,7.1,0.05034071677080908
2026-01-27,0.5847815156390694,6.86,6.3,7.37,0.0782316764912315,6.43,7.09,0.04874259877808496
2026-01-28,0.8974414575481588,6.87,6.3,7.37,0.0782316764912315,6.44,7.11,0.049423181660642676
2026-01-29,0.896373911167986,6.89,6.3,7.36,0.07750270164063268,6.46,7.18,0.052278385106613263
2026-01-30,0.8798827260628787,6.91,6.3,7.37,0.0782316764912315,6.47,7.23,0.05518450329050451
2026-02-02,0.4161739587941162,6.92,6.31,7.37,0.07738031014899314,6.49,7.22,0.05360780319649014
2026-02-03,0.5366021361341615,6.91,6.31,7.36,0.07665123858231777,6.5,7.22,0.05277784573231894
2026-02-04,0.9761596629152074,6.93,6.31,7.37,0.07738031014899314,6.53,7.24,0.051786149422486466
2026-02-05,0.7914247311016377,6.94,6.32,7.37,0.07653028721522277,6.55,7.26,0.05162412429433426
2026-02-06,0.7478816243643597,6.95,6.32,7.37,0.07653028721522277,6.56,7.25,0.05005975689147568
2026-02-09,0.7014298384575933,6.96,6.32,7.37,0.07653028721522277,6.57,7.25,0.049239059200466076
2026-02-10,0.9373476451095488,6.97,6.32,7.36,0.07580112014595251,6.58,7.26,0.04916221154824855
2026-02-11,0.9435983491437692,6.97,6.32,7.37,0.07653028721522277,6.59,7.27,0.04908560339529323
2026-02-12,0.9846569802812407,6.98,6.32,7.43,0.08015893160474066,6.6,7.3,0.04974845743088617
2026-02-13,0.9175568698476754,6.99,6.33,7.45,0.08075441561034517,6.62,7.32,0.05040822716215892
