代码,名称,最新价,涨跌幅,今日主力净流入-净额,今日主力净流入-净占比,今日小单净流入-净占比,筛选维度,入选理由
002119,康强电子,24.75,10.0,386988500.0000001,17.127311687516382,-9.194975363413583,A:机构锁仓,"中盘锁仓(市值92.9亿): 主力17.127311687516382%, 小单-9.194975363413583%"
002524,光正眼科,5.56,10.099,100242400.0,16.450355874759722,-11.297369168437793,A:机构锁仓,"小盘锁仓(市值28.4亿): 主力16.450355874759722%, 小单-11.297369168437793%"
000507,珠海港,5.55,1.4625,26371800.000000007,16.25934114617905,-9.0839553858841,A:机构锁仓,"中盘锁仓(市值50.1亿): 主力16.25934114617905%, 小单-9.0839553858841%"
002471,中超控股,8.49,6.6583,592138900.0000001,15.113129359530756,-8.16562002398098,A:机构锁仓,"中盘锁仓(市值114.0亿): 主力15.113129359530756%, 小单-8.16562002398098%"
603381,,23.35,9.9859,66773500.0,14.996063980963504,-9.145929268143053,A:机构锁仓,"小盘锁仓(市值33.2亿): 主力14.996063980963504%, 小单-9.145929268143053%"
300393,中来股份,9.06,13.25,314440000.00000006,14.918135995721318,-8.719077371947815,A:机构锁仓,"中盘锁仓(市值86.6亿): 主力14.918135995721318%, 小单-8.719077371947815%"
001373,,43.49,1.3517,14790100.0,14.608212416787952,-9.421294985076074,A:机构锁仓,"小盘锁仓(市值14.4亿): 主力14.608212416787952%, 小单-9.421294985076074%"
301396,宏景科技,98.1,20.0,406996599.9999999,14.604774594687767,-3.316129689755068,A:机构锁仓,"中盘锁仓(市值74.6亿): 主力14.604774594687767%, 小单-3.316129689755068%"
300077,国民技术,24.69,12.3805,438890500.0,14.590488553759643,-6.790269137050682,A:机构锁仓,"中盘锁仓(市值139.8亿): 主力14.590488553759643%, 小单-6.790269137050682%"
000100,TCL科技,5.1,1.3917,491205900.00000024,14.563883555932922,-7.051144650793775,A:机构锁仓,"大盘锁仓(市值922.9亿): 主力14.563883555932922%, 小单-7.051144650793775%"
003042,中农联合,23.1,10.0,98072400.00000006,14.546854219635891,-4.444446916572896,A:机构锁仓,"小盘锁仓(市值29.4亿): 主力14.546854219635891%, 小单-4.444446916572896%"
002384,东山精密,76.54,4.6916,670374000.0000002,14.314506551774214,-9.512977757161847,A:机构锁仓,"大盘锁仓(市值1061.1亿): 主力14.314506551774214%, 小单-9.512977757161847%"
603488,展鹏科技,10.59,9.9688,31119899.999999993,14.296627837767426,-8.15176860076391,A:机构锁仓,"小盘锁仓(市值30.9亿): 主力14.296627837767426%, 小单-8.15176860076391%"
300679,电连技术,44.96,4.0259,137346000.00000006,14.290544807412985,-5.638348573046972,A:机构锁仓,"中盘锁仓(市值161.5亿): 主力14.290544807412985%, 小单-5.638348573046972%"
002495,佳隆股份,2.72,-0.3663,12165199.999999998,14.267373334723493,-15.243731166995659,A:机构锁仓,"小盘锁仓(市值19.1亿): 主力14.267373334723493%, 小单-15.243731166995659%"
000738,航发控制,26.33,9.9833,379553800.0000001,14.238404985268582,-7.953210918616294,A:机构锁仓,"中盘锁仓(市值346.3亿): 主力14.238404985268582%, 小单-7.953210918616294%"
002718,友邦吊顶,75.6,7.5391,36347700.0,13.447528561333542,-16.88276633972651,A:机构锁仓,"小盘锁仓(市值41.2亿): 主力13.447528561333542%, 小单-16.88276633972651%"
002279,久其软件,10.82,7.1287,376200800.0,13.416753124980286,-8.528710821823667,A:机构锁仓,"中盘锁仓(市值85.4亿): 主力13.416753124980286%, 小单-8.528710821823667%"
001267,汇绿生态,28.09,9.9843,185333900.0000001,13.300959289737957,-6.794700117975583,A:机构锁仓,"中盘锁仓(市值170.3亿): 主力13.300959289737957%, 小单-6.794700117975583%"
002137,实益达,9.28,2.8825,36584500.0,13.006434684208838,-12.38164800367395,"A:机构锁仓,B:低位起爆","小盘锁仓(市值36.8亿): 主力13.006434684208838%, 小单-12.38164800367395% | 涨幅2.8825%, 主力流入3658万, 昨日流出-860万"
301303,真兰仪表,16.79,4.0273,45700500.00000001,12.96779834657443,-14.86538928459221,A:机构锁仓,"小盘锁仓(市值17.1亿): 主力12.96779834657443%, 小单-14.86538928459221%"
300426,华智数媒,8.77,2.0955,17304300.0,12.91732716529213,-6.700187435349164,A:机构锁仓,"小盘锁仓(市值35.1亿): 主力12.91732716529213%, 小单-6.700187435349164%"
002264,新华都,10.56,6.0241,135811699.99999997,12.802128609607285,-9.430519420688283,A:机构锁仓,"中盘锁仓(市值69.1亿): 主力12.802128609607285%, 小单-9.430519420688283%"
300592,华凯易佰,13.93,0.5051,65197100.00000001,12.671743606291846,-14.382019183941235,"A:机构锁仓,B:低位起爆","小盘锁仓(市值48.6亿): 主力12.671743606291846%, 小单-14.382019183941235% | 涨幅0.5051%, 主力流入6520万, 昨日流出-3778万"
002492,恒基达鑫,9.14,5.9096,46549899.999999985,12.619392210975041,-9.285940743972699,A:机构锁仓,"小盘锁仓(市值36.4亿): 主力12.619392210975041%, 小单-9.285940743972699%"
000985,大庆华科,21.85,2.2461,16590800.000000002,12.52900931828643,-13.083838690356798,A:机构锁仓,"小盘锁仓(市值28.3亿): 主力12.52900931828643%, 小单-13.083838690356798%"
300933,中辰股份,9.93,6.3169,83285200.0,12.428838912267341,-9.49518630665404,A:机构锁仓,"中盘锁仓(市值54.3亿): 主力12.428838912267341%, 小单-9.49518630665404%"
600581,八一钢铁,2.99,-7.716,67329000.0,12.23819273646166,-10.456312310273727,"A:机构锁仓,B:低位起爆","涨幅-7.716%, 主力流入6733万, 昨日流出-2656万 | 小盘锁仓(市值45.8亿): 主力12.23819273646166%, 小单-10.456312310273727%"
000818,航锦科技,22.22,2.8228,131569000.00000001,12.154317704111328,-10.301603893996221,A:机构锁仓,"中盘锁仓(市值146.3亿): 主力12.154317704111328%, 小单-10.301603893996221%"
002149,西部材料,46.25,6.1998,694124000.0000001,12.130835536989768,-3.726676689837891,A:机构锁仓,"中盘锁仓(市值225.8亿): 主力12.130835536989768%, 小单-3.726676689837891%"
600969,郴电国际,11.94,-1.3223,12126100.000000002,12.130374380020289,-9.03798471467391,A:机构锁仓,"小盘锁仓(市值44.2亿): 主力12.130374380020289%, 小单-9.03798471467391%"
301201,诚达药业,41.58,2.1622,27248900.000000004,12.06428229516488,-15.648957698678501,A:机构锁仓,"小盘锁仓(市值45.1亿): 主力12.06428229516488%, 小单-15.648957698678501%"
002835,同为股份,17.84,4.3885,26311400.000000004,12.037073127527263,-14.263515802175398,A:机构锁仓,"小盘锁仓(市值22.7亿): 主力12.037073127527263%, 小单-14.263515802175398%"
300781,因赛集团,46.99,6.4085,148740699.99999994,11.977572633075084,-8.980898560807447,A:机构锁仓,"中盘锁仓(市值56.9亿): 主力11.977572633075084%, 小单-8.980898560807447%"
000619,海螺新材,6.6,0.7634,11903700.000000004,11.658104540693484,-10.839940395654942,A:机构锁仓,"小盘锁仓(市值23.8亿): 主力11.658104540693484%, 小单-10.839940395654942%"
300666,江丰电子,119.4,1.1864,161281700.00000003,11.518555719520016,-7.330589272522037,"A:机构锁仓,B:低位起爆","涨幅1.1864%, 主力流入16128万, 昨日流出-9447万 | 中盘锁仓(市值264.1亿): 主力11.518555719520016%, 小单-7.330589272522037%"
301001,凯淳股份,37.13,11.4011,70276600.00000001,11.284146758725806,-6.311688546117046,A:机构锁仓,"小盘锁仓(市值18.7亿): 主力11.284146758725806%, 小单-6.311688546117046%"
600602,云赛智联,22.17,10.0248,297331700.0,11.124540846162654,-5.722006362645002,A:机构锁仓,"中盘锁仓(市值238.2亿): 主力11.124540846162654%, 小单-5.722006362645002%"
688136,科兴制药,34.72,-2.6906,21394999.999999996,11.09015675940467,-9.68879014108027,A:机构锁仓,"中盘锁仓(市值69.9亿): 主力11.09015675940467%, 小单-9.68879014108027%"
301313,凡拓数创,36.21,16.8065,88467000.00000003,11.084217451184559,-15.074683578305542,A:机构锁仓,"小盘锁仓(市值27.3亿): 主力11.084217451184559%, 小单-15.074683578305542%"
301209,联合化学,113.5,-1.7826,31822199.999999985,10.999201493130657,-7.272209332312743,"A:机构锁仓,B:低位起爆","中盘锁仓(市值108.6亿): 主力10.999201493130657%, 小单-7.272209332312743% | 涨幅-1.7826%, 主力流入3182万, 昨日流出-4082万"
300628,亿联网络,37.91,5.3641,108573100.00000001,10.928776020449277,-9.629801700026503,A:机构锁仓,"中盘锁仓(市值275.1亿): 主力10.928776020449277%, 小单-9.629801700026503%"
000628,高新发展,52.52,3.6511,83497499.99999997,10.739550233694269,-7.789918404666571,A:机构锁仓,"中盘锁仓(市值101.0亿): 主力10.739550233694269%, 小单-7.789918404666571%"
300456,赛微电子,53.68,1.8983,246236100.0,10.727882600328211,-8.989802162660887,"A:机构锁仓,B:低位起爆","涨幅1.8983%, 主力流入24624万, 昨日流出-63985万 | 中盘锁仓(市值320.7亿): 主力10.727882600328211%, 小单-8.989802162660887%"
300201,海伦哲,8.62,7.8849,81095800.0,10.71011646715134,-5.375779618329213,A:机构锁仓,"中盘锁仓(市值86.5亿): 主力10.71011646715134%, 小单-5.375779618329213%"
000952,广济药业,8.26,6.0334,46598400.00000002,10.680201375923042,-11.195871121572875,A:机构锁仓,"小盘锁仓(市值28.4亿): 主力10.680201375923042%, 小单-11.195871121572875%"
601059,信达证券,17.63,-0.5079,42634699.999999985,10.673580601942707,-5.380513860703905,"A:机构锁仓,B:低位起爆","中盘锁仓(市值121.9亿): 主力10.673580601942707%, 小单-5.380513860703905% | 涨幅-0.5079%, 主力流入4263万, 昨日流出-564万"
300464,星徽股份,6.8,3.9755,20304899.999999993,10.649754839128454,-13.07248765499567,A:机构锁仓,"小盘锁仓(市值24.2亿): 主力10.649754839128454%, 小单-13.07248765499567%"
002607,中公教育,2.98,2.4055,91988699.99999997,10.606391025593918,-7.478689410975267,"A:机构锁仓,B:低位起爆","涨幅2.4055%, 主力流入9199万, 昨日流出-15381万 | 中盘锁仓(市值151.5亿): 主力10.606391025593918%, 小单-7.478689410975267%"
002218,拓日新能,6.61,9.9834,180454699.99999988,10.355528503121821,-3.986341371764272,A:机构锁仓,"中盘锁仓(市值92.0亿): 主力10.355528503121821%, 小单-3.986341371764272%"
002539,云图控股,14.98,6.6952,104970699.99999999,10.306437443613879,-9.616057033796944,A:机构锁仓,"中盘锁仓(市值132.0亿): 主力10.306437443613879%, 小单-9.616057033796944%"
002659,凯文教育,6.8,4.6154,63252299.999999985,10.300930153360792,-15.126703803907077,A:机构锁仓,"小盘锁仓(市值40.7亿): 主力10.300930153360792%, 小单-15.126703803907077%"
002908,德生科技,10.65,4.8228,38024200.0,10.295325757702233,-13.245279555423611,A:机构锁仓,"小盘锁仓(市值34.3亿): 主力10.295325757702233%, 小单-13.245279555423611%"
300565,科信技术,13.24,2.7153,27646400.0,10.272015502129397,-13.387572377165771,"A:机构锁仓,B:低位起爆","小盘锁仓(市值30.2亿): 主力10.272015502129397%, 小单-13.387572377165771% | 涨幅2.7153%, 主力流入2765万, 昨日流出-794万"
002938,鹏鼎控股,60.49,5.9741,292156100.0,10.15614505564866,-6.764953358671713,A:机构锁仓,"大盘锁仓(市值1396.9亿): 主力10.15614505564866%, 小单-6.764953358671713%"
605336,帅丰电器,15.16,-4.0506,26579600.000000004,10.144477819820747,-8.93292345514863,"A:机构锁仓,B:低位起爆","小盘锁仓(市值27.8亿): 主力10.144477819820747%, 小单-8.93292345514863% | 涨幅-4.0506%, 主力流入2658万, 昨日流出-1212万"
001314,亿道信息,50.38,4.005,43705600.000000015,10.137113566990925,-4.761815022889369,A:机构锁仓,"小盘锁仓(市值26.1亿): 主力10.137113566990925%, 小单-4.761815022889369%"
001316,润贝航科,51.3,7.5472,47917099.99999999,10.132900568570905,-7.840637147303868,A:机构锁仓,"中盘锁仓(市值57.1亿): 主力10.132900568570905%, 小单-7.840637147303868%"
002719,麦趣尔,9.08,-0.765,8266299.999999999,10.03737091090182,-7.4440930169936665,A:机构锁仓,"小盘锁仓(市值14.7亿): 主力10.03737091090182%, 小单-7.4440930169936665%"
000923,河钢资源,25.08,-3.166,50450499.99999999,9.876489120474764,-9.283690303699718,A:机构锁仓,"中盘锁仓(市值157.5亿): 主力9.876489120474764%, 小单-9.283690303699718%"
301535,,27.49,2.5746,22421200.00000001,9.87354710790858,-11.029553410558336,A:机构锁仓,"小盘锁仓(市值17.5亿): 主力9.87354710790858%, 小单-11.029553410558336%"
600336,澳柯玛,7.82,-4.5177,23999399.999999996,9.85746666893613,-8.865698582283414,A:机构锁仓,"中盘锁仓(市值62.4亿): 主力9.85746666893613%, 小单-8.865698582283414%"
301357,北方长龙,138.04,2.3732,30643100.000000004,9.853972787096698,-7.915406207679678,"A:机构锁仓,B:低位起爆","涨幅2.3732%, 主力流入3064万, 昨日流出-6040万 | 小盘锁仓(市值32.9亿): 主力9.853972787096698%, 小单-7.915406207679678%"
300373,扬杰科技,80.31,5.2556,171562700.0,9.853434156393217,-6.280081271771072,A:机构锁仓,"中盘锁仓(市值435.4亿): 主力9.853434156393217%, 小单-6.280081271771072%"
000063,中兴通讯,40.2,1.7722,485909500.00000024,9.660021118301824,-2.7663441538266063,"A:机构锁仓,B:低位起爆","涨幅1.7722%, 主力流入48591万, 昨日流出-64811万 | 大盘锁仓(市值1619.1亿): 主力9.660021118301824%, 小单-2.7663441538266063%"
300055,万邦达,8.35,2.2032,20083600.000000007,9.614091609345065,-5.864406315075119,"A:机构锁仓,B:低位起爆","中盘锁仓(市值52.8亿): 主力9.614091609345065%, 小单-5.864406315075119% | 涨幅2.2032%, 主力流入2008万, 昨日流出-1855万"
002985,北摩高科,39.06,3.6074,81721900.0,9.60391687042364,-9.710048731352959,A:机构锁仓,"中盘锁仓(市值68.6亿): 主力9.60391687042364%, 小单-9.710048731352959%"
300520,科大国创,45.09,2.6873,126781699.99999997,9.538865608590575,-5.116158170238074,"A:机构锁仓,B:低位起爆","中盘锁仓(市值125.4亿): 主力9.538865608590575%, 小单-5.116158170238074% | 涨幅2.6873%, 主力流入12678万, 昨日流出-22184万"
300650,太龙股份,19.2,4.7463,37223400.000000015,9.354435958150864,-9.666607343548618,A:机构锁仓,"小盘锁仓(市值32.7亿): 主力9.354435958150864%, 小单-9.666607343548618%"
301085,亚康股份,59.37,3.0908,26274000.000000015,9.349030101286502,-9.592701251981522,A:机构锁仓,"小盘锁仓(市值35.0亿): 主力9.349030101286502%, 小单-9.592701251981522%"
301551,无线传媒,37.0,5.4131,52492699.99999998,9.339738025051828,-4.133382128063172,A:机构锁仓,"中盘锁仓(市值57.2亿): 主力9.339738025051828%, 小单-4.133382128063172%"
000715,中兴商业,6.4,-1.5385,9893600.000000002,9.249942994243835,-10.586816678996527,"A:机构锁仓,B:低位起爆","小盘锁仓(市值34.5亿): 主力9.249942994243835%, 小单-10.586816678996527% | 涨幅-1.5385%, 主力流入989万, 昨日流出-1017万"
002696,百洋股份,7.83,0.3846,8531999.999999998,9.20217399527106,-10.117322217843439,A:机构锁仓,"小盘锁仓(市值26.2亿): 主力9.20217399527106%, 小单-10.117322217843439%"
301525,儒竞科技,99.86,1.6594,37694900.00000001,9.178590188961754,-8.113997520851225,A:机构锁仓,"小盘锁仓(市值49.3亿): 主力9.178590188961754%, 小单-8.113997520851225%"
300394,天孚通信,210.06,7.2008,1127709500.0,9.087803817427316,-2.529139397751836,A:机构锁仓,"大盘锁仓(市值1629.8亿): 主力9.087803817427316%, 小单-2.529139397751836%"
603656,泰禾智能,25.03,-0.1994,11937700.000000004,9.07853821914241,-10.037519990701298,A:机构锁仓,"小盘锁仓(市值45.9亿): 主力9.07853821914241%, 小单-10.037519990701298%"
001333,光华股份,26.66,1.5619,10088700.000000002,9.033443565395334,-4.64937560967372,A:机构锁仓,"小盘锁仓(市值11.7亿): 主力9.033443565395334%, 小单-4.64937560967372%"
603988,中电电机,34.66,0.3184,45463900.00000003,8.949056999114923,-7.698481403258059,A:机构锁仓,"中盘锁仓(市值81.5亿): 主力8.949056999114923%, 小单-7.698481403258059%"
300855,图南股份,39.5,10.6133,55955800.00000003,8.912745876313984,-5.598901973052393,A:机构锁仓,"中盘锁仓(市值115.7亿): 主力8.912745876313984%, 小单-5.598901973052393%"
300300,海峡创新,12.35,8.1436,109514400.0,8.866858667021136,-8.940350806977664,A:机构锁仓,"中盘锁仓(市值82.4亿): 主力8.866858667021136%, 小单-8.940350806977664%"
002935,天奥电子,22.97,4.0779,37738000.00000001,8.859630868449882,-7.162618792224593,A:机构锁仓,"中盘锁仓(市值95.3亿): 主力8.859630868449882%, 小单-7.162618792224593%"
603368,柳药集团,18.49,-1.5442,14727199.999999998,8.78028377238985,-8.61847643522959,A:机构锁仓,"中盘锁仓(市值73.4亿): 主力8.78028377238985%, 小单-8.61847643522959%"
002247,聚力文化,2.88,-1.3699,7494400.000000001,8.75749294468749,-6.131436970280438,A:机构锁仓,"小盘锁仓(市值18.5亿): 主力8.75749294468749%, 小单-6.131436970280438%"
002373,千方科技,13.1,2.5039,81953300.0,8.755052931036088,-10.795085074663715,"A:机构锁仓,B:低位起爆","中盘锁仓(市值180.5亿): 主力8.755052931036088%, 小单-10.795085074663715% | 涨幅2.5039%, 主力流入8195万, 昨日流出-2903万"
301286,侨源股份,60.24,0.3331,25039600.0,8.74041467235102,-18.074761179276283,"A:机构锁仓,B:低位起爆","涨幅0.3331%, 主力流入2504万, 昨日流出-1493万 | 中盘锁仓(市值97.2亿): 主力8.74041467235102%, 小单-18.074761179276283%"
603683,晶华新材,27.34,-4.0702,43133099.99999999,8.684150045118596,-10.76712919458368,"A:机构锁仓,B:低位起爆","中盘锁仓(市值78.2亿): 主力8.684150045118596%, 小单-10.76712919458368% | 涨幅-4.0702%, 主力流入4313万, 昨日流出-1544万"
300953,震裕科技,173.3,1.345,75613699.99999996,8.664757159631504,-3.658890256714989,"A:机构锁仓,B:低位起爆","涨幅1.345%, 主力流入7561万, 昨日流出-5562万 | 中盘锁仓(市值216.2亿): 主力8.664757159631504%, 小单-3.658890256714989%"
600195,中牧股份,8.55,-4.5759,32384599.999999996,8.638313650605213,-12.111340070372941,A:机构锁仓,"中盘锁仓(市值87.3亿): 主力8.638313650605213%, 小单-12.111340070372941%"
001259,利仁科技,33.14,4.0502,6290400.0,8.634418008532101,-8.154819628114144,A:机构锁仓,"小盘锁仓(市值15.8亿): 主力8.634418008532101%, 小单-8.154819628114144%"
002393,力生制药,22.7,-1.8166,10561100.000000002,8.632344389304732,-9.667545662756782,"A:机构锁仓,B:低位起爆","涨幅-1.8166%, 主力流入1056万, 昨日流出-506万 | 中盘锁仓(市值56.8亿): 主力8.632344389304732%, 小单-9.667545662756782%"
300509,新美星,15.61,4.4846,21305199.999999993,8.61627787141053,-11.787264838637114,A:机构锁仓,"小盘锁仓(市值38.6亿): 主力8.61627787141053%, 小单-11.787264838637114%"
601702,华峰铝业,23.7,5.0066,46081799.999999985,8.61055490369773,-7.880685660106256,A:机构锁仓,"中盘锁仓(市值236.7亿): 主力8.61055490369773%, 小单-7.880685660106256%"
600831,广电网络,4.24,-2.9748,6277300.0,8.5857783030668,-10.375616209076268,A:机构锁仓,"小盘锁仓(市值30.1亿): 主力8.5857783030668%, 小单-10.375616209076268%"
301558,三态股份,9.02,0.6696,13549499.999999998,8.585616026615048,-13.008163504954448,"A:机构锁仓,B:低位起爆","小盘锁仓(市值19.8亿): 主力8.585616026615048%, 小单-13.008163504954448% | 涨幅0.6696%, 主力流入1355万, 昨日流出-1485万"
301421,,108.39,1.9661,46229499.99999999,8.573395326037714,-10.693122093071992,A:机构锁仓,"中盘锁仓(市值50.2亿): 主力8.573395326037714%, 小单-10.693122093071992%"
301381,赛维时代,23.33,1.8777,11969400.0,8.565070290336232,-9.499403864123721,A:机构锁仓,"小盘锁仓(市值45.6亿): 主力8.565070290336232%, 小单-9.499403864123721%"
002105,信隆健康,7.31,0.8276,13326700.0,8.54353524111964,-20.318583016468448,"A:机构锁仓,B:低位起爆","小盘锁仓(市值26.6亿): 主力8.54353524111964%, 小单-20.318583016468448% | 涨幅0.8276%, 主力流入1333万, 昨日流出-848万"
300738,奥飞数据,23.59,4.612,254008800.0000001,8.312801474123601,-7.366461085968585,A:机构锁仓,"中盘锁仓(市值232.3亿): 主力8.312801474123601%, 小单-7.366461085968585%"
600536,中国软件,47.81,-0.7885,72799499.99999999,8.307074088605129,-9.139202153821836,A:机构锁仓,"中盘锁仓(市值403.4亿): 主力8.307074088605129%, 小单-9.139202153821836%"
300570,太辰光,105.04,2.2287,161228800.0,8.293595485945968,-5.655859614139331,A:机构锁仓,"中盘锁仓(市值201.9亿): 主力8.293595485945968%, 小单-5.655859614139331%"
300269,联建光电,8.7,7.1429,74532400.0,8.288727502971028,-10.518871668204262,A:机构锁仓,"小盘锁仓(市值45.7亿): 主力8.288727502971028%, 小单-10.518871668204262%"
300661,圣邦股份,77.07,3.311,221424600.00000006,8.265736394770325,-4.8064732689206275,A:机构锁仓,"中盘锁仓(市值456.8亿): 主力8.265736394770325%, 小单-4.8064732689206275%"
300608,思特奇,12.19,-0.9748,11995200.0,8.262138523604639,-7.119716308447687,A:机构锁仓,"小盘锁仓(市值35.1亿): 主力8.262138523604639%, 小单-7.119716308447687%"
001207,联科科技,28.02,-2.5391,17240400.000000004,8.227974747614164,-8.167077693149324,A:机构锁仓,"中盘锁仓(市值55.3亿): 主力8.227974747614164%, 小单-8.167077693149324%"
300720,海川智能,36.2,8.3184,33638600.0,8.217345241986814,-4.001872000878518,A:机构锁仓,"中盘锁仓(市值63.2亿): 主力8.217345241986814%, 小单-4.001872000878518%"
001339,智微智能,57.14,4.9982,48045400.00000001,8.20622131303046,-4.726399104847659,A:机构锁仓,"中盘锁仓(市值68.2亿): 主力8.20622131303046%, 小单-4.726399104847659%"
600694,大商股份,18.48,-2.0148,12699800.000000002,8.202400719032479,-7.491557852895436,A:机构锁仓,"中盘锁仓(市值63.6亿): 主力8.202400719032479%, 小单-7.491557852895436%"
000725,京东方Ａ,4.56,2.0134,406543699.99999994,8.160395667557024,-5.249420703292204,A:机构锁仓,"大盘锁仓(市值1657.2亿): 主力8.160395667557024%, 小单-5.249420703292204%"
603566,普莱柯,13.96,-2.3093,9345000.000000002,8.12692819959381,-6.531371734340221,A:机构锁仓,"小盘锁仓(市值48.3亿): 主力8.12692819959381%, 小单-6.531371734340221%"
300696,爱乐达,34.28,5.4121,56848499.999999985,8.100839563240452,-7.358919878710318,A:机构锁仓,"中盘锁仓(市值91.1亿): 主力8.100839563240452%, 小单-7.358919878710318%"
000547,航天发展,27.73,4.7205,445765899.99999994,8.094398217076952,-5.425234188508917,A:机构锁仓,"中盘锁仓(市值440.7亿): 主力8.094398217076952%, 小单-5.425234188508917%"
001335,,54.46,-1.2511,8604999.999999996,8.086564145948824,-8.775590157780286,A:机构锁仓,"小盘锁仓(市值12.8亿): 主力8.086564145948824%, 小单-8.775590157780286%"
688567,孚能科技,15.3,-3.1646,33147600.000000004,8.071993131602616,-7.760803180508874,A:机构锁仓,"中盘锁仓(市值187.0亿): 主力8.071993131602616%, 小单-7.760803180508874%"
301110,青木科技,81.32,2.5732,55742800.00000002,7.9834613561138,-13.416797532499352,A:机构锁仓,"中盘锁仓(市值53.2亿): 主力7.9834613561138%, 小单-13.416797532499352%"
002419,天虹股份,5.76,-0.346,10779200.000000006,7.938095930687478,-7.219490281922739,"A:机构锁仓,B:低位起爆","中盘锁仓(市值67.3亿): 主力7.938095930687478%, 小单-7.219490281922739% | 涨幅-0.346%, 主力流入1078万, 昨日流出-993万"
301021,英诺激光,60.23,1.6197,45059199.99999999,7.935478951526533,-12.456316689024677,A:机构锁仓,"中盘锁仓(市值92.0亿): 主力7.935478951526533%, 小单-12.456316689024677%"
002362,汉王科技,22.88,2.5549,22000400.0,7.909058325343503,-9.447917394608853,"A:机构锁仓,B:低位起爆","小盘锁仓(市值47.5亿): 主力7.909058325343503%, 小单-9.447917394608853% | 涨幅2.5549%, 主力流入2200万, 昨日流出-505万"
300623,捷捷微电,34.82,6.5158,200482299.99999997,7.895120643718975,-6.307809253764271,A:机构锁仓,"中盘锁仓(市值267.2亿): 主力7.895120643718975%, 小单-6.307809253764271%"
002348,高乐股份,6.72,4.186,22037899.999999996,7.8920969898213675,-11.96665496180552,A:机构锁仓,"中盘锁仓(市值60.7亿): 主力7.8920969898213675%, 小单-11.96665496180552%"
